"ES"	"p_val"	"path"	"hits"	"hits_n"
"Kisspeptin kisspeptin receptor system in the ovary"	-Inf	1	"Kisspeptin kisspeptin receptor system in the ovary"	""	0
"MAP3K1 role in promoting and blocking gonadal determination"	-Inf	1	"MAP3K1 role in promoting and blocking gonadal determination"	""	0
"Peroxiredoxin 2 induced ovarian failure"	-Inf	1	"Peroxiredoxin 2 induced ovarian failure"	""	0
"CAMKK2 pathway"	-Inf	1	"CAMKK2 pathway"	""	0
"Disruption of postsynaptic signaling by CNV"	-Inf	1	"Disruption of postsynaptic signaling by CNV"	""	0
"Activation of NLRP3 inflammasome by SARS CoV 2"	-Inf	1	"Activation of NLRP3 inflammasome by SARS CoV 2"	""	0
"Host pathogen interaction of human coronaviruses MAPK signaling"	-Inf	1	"Host pathogen interaction of human coronaviruses MAPK signaling"	""	0
"Overlap between signal transduction pathways contributing to LMNA laminopathies"	-Inf	1	"Overlap between signal transduction pathways contributing to LMNA laminopathies"	""	0
"Host pathogen interaction of human coronaviruses interferon induction"	-Inf	1	"Host pathogen interaction of human coronaviruses interferon induction"	""	0
"SARS CoV 2 and ACE2 receptor molecular mechanisms"	-Inf	1	"SARS CoV 2 and ACE2 receptor molecular mechanisms"	""	0
"Pathogenesis of SARS CoV 2 mediated by nsp9 nsp10 complex"	-Inf	1	"Pathogenesis of SARS CoV 2 mediated by nsp9 nsp10 complex"	""	0
"COVID 19 adverse outcome pathway"	-Inf	1	"COVID 19 adverse outcome pathway"	""	0
"IL 2 signaling pathway"	-Inf	1	"IL 2 signaling pathway"	""	0
"Purinergic signaling"	-Inf	1	"Purinergic signaling"	""	0
"LDLRAD4 and what we know about it"	-Inf	1	"LDLRAD4 and what we know about it"	""	0
"1q21 1 copy number variation syndrome"	-Inf	1	"1q21 1 copy number variation syndrome"	""	0
"3q29 copy number variation syndrome"	0.0213940999040675	0.533335307173586	"3q29 copy number variation syndrome"	"80235"	1
"SARS coronavirus and innate immunity"	-Inf	1	"SARS coronavirus and innate immunity"	""	0
"Proximal tubule transport"	-Inf	1	"Proximal tubule transport"	""	0
"Cellular proteostasis"	-Inf	1	"Cellular proteostasis"	""	0
"Neuroinflammation"	-Inf	1	"Neuroinflammation"	""	0
"Mitochondrial complex II assembly"	-Inf	1	"Mitochondrial complex II assembly"	""	0
"Mitochondrial complex III assembly"	-Inf	1	"Mitochondrial complex III assembly"	""	0
"Mitochondrial complex IV assembly"	-Inf	1	"Mitochondrial complex IV assembly"	""	0
"Autophagy"	1.18698016562204	0.29989992960134	"Autophagy"	"8408"	1
"Unfolded protein response"	-Inf	1	"Unfolded protein response"	""	0
"COVID 19 thrombosis and anticoagulation"	-Inf	1	"COVID 19 thrombosis and anticoagulation"	""	0
"MAPK pathway in congenital thyroid cancer"	-Inf	1	"MAPK pathway in congenital thyroid cancer"	""	0
"Direct reversal repair"	-Inf	1	"Direct reversal repair"	""	0
"7q11 23 copy number variation syndrome"	0.442237220864117	0.360758037855909	"7q11 23 copy number variation syndrome"	"51085;8408"	2
"Perturbations to host cell autophagy induced by SARS CoV 2 proteins"	-Inf	1	"Perturbations to host cell autophagy induced by SARS CoV 2 proteins"	""	0
"15q11 2 copy number variation syndrome"	-Inf	1	"15q11 2 copy number variation syndrome"	""	0
"GPR143 in melanocytes and retinal pigment epithelium cells"	2.14850601780741	0.0483669701766717	"GPR143 in melanocytes and retinal pigment epithelium cells"	"196883;3708"	2
"15q13 3 copy number variation syndrome"	-Inf	1	"15q13 3 copy number variation syndrome"	""	0
"DNA repair pathways full network"	-Inf	0.406704080859657	"DNA repair pathways full network"	""	0
"Nitric oxide metabolism in cystic fibrosis"	-Inf	1	"Nitric oxide metabolism in cystic fibrosis"	""	0
"16p11 2 proximal deletion syndrome"	-Inf	1	"16p11 2 proximal deletion syndrome"	""	0
"16p11 2 distal deletion syndrome"	-Inf	1	"16p11 2 distal deletion syndrome"	""	0
"Steroid biosynthesis"	-Inf	1	"Steroid biosynthesis"	""	0
"STING pathway in Kawasaki like disease and COVID 19"	1.39643353125099	0.220762079351484	"STING pathway in Kawasaki like disease and COVID 19"	"3708"	1
"Airway smooth muscle cell contraction"	-Inf	1	"Airway smooth muscle cell contraction"	""	0
"p53 transcriptional gene network"	-0.449056519693383	1	"p53 transcriptional gene network"	"8408"	1
"Fluoroacetic acid toxicity"	-Inf	1	"Fluoroacetic acid toxicity"	""	0
"RAS and bradykinin pathways in COVID 19"	-Inf	1	"RAS and bradykinin pathways in COVID 19"	""	0
"Urea cycle and metabolism of amino groups"	-Inf	1	"Urea cycle and metabolism of amino groups"	""	0
"Galanin receptor pathway"	-Inf	1	"Galanin receptor pathway"	""	0
"Phosphoinositides metabolism"	0.33034434079322	0.44177593413484	"Phosphoinositides metabolism"	"9110"	1
"Glycogen synthesis and degradation"	-Inf	1	"Glycogen synthesis and degradation"	""	0
"GPCRs class C metabotropic glutamate pheromone"	-Inf	1	"GPCRs class C metabotropic glutamate pheromone"	""	0
"Proline and hydroxyproline pathways"	-Inf	1	"Proline and hydroxyproline pathways"	""	0
"nsp1 from SARS CoV 2 inhibits translation initiation in the host cell"	-Inf	1	"nsp1 from SARS CoV 2 inhibits translation initiation in the host cell"	""	0
"Glycine metabolism including IMDs"	-Inf	1	"Glycine metabolism including IMDs"	""	0
"Amino acid transport defects IEMs "	-Inf	1	"Amino acid transport defects IEMs "	""	0
"Ethylmalonic encephalopathy"	-Inf	1	"Ethylmalonic encephalopathy"	""	0
"Biotin metabolism including IMDs"	-Inf	1	"Biotin metabolism including IMDs"	""	0
"Genes associated with the development of rheumatoid arthritis"	-Inf	1	"Genes associated with the development of rheumatoid arthritis"	""	0
"Angiotensin II receptor type 1 pathway"	-Inf	1	"Angiotensin II receptor type 1 pathway"	""	0
"Riboflavin and CoQ disorders"	-Inf	1	"Riboflavin and CoQ disorders"	""	0
"Mitochondrial immune response to SARS CoV 2"	-Inf	1	"Mitochondrial immune response to SARS CoV 2"	""	0
"SARS CoV 2 innate immunity evasion and cell specific immune response"	0.0745054363636301	0.544361315020187	"SARS CoV 2 innate immunity evasion and cell specific immune response"	"3902"	1
"Pentose phosphate pathway in senescent cells"	-Inf	1	"Pentose phosphate pathway in senescent cells"	""	0
"Kynurenine pathway and links to cell senescence"	1.81147103052984	0.239080285368616	"Kynurenine pathway and links to cell senescence"	"125061"	1
"NAD metabolism in oncogene induced senescence and mitochondrial dysfunction associated senescence"	-Inf	1	"NAD metabolism in oncogene induced senescence and mitochondrial dysfunction associated senescence"	""	0
"Glycolysis in senescence"	-Inf	1	"Glycolysis in senescence"	""	0
"TCA cycle in senescence"	-Inf	1	"TCA cycle in senescence"	""	0
"Nephrogenesis"	-Inf	1	"Nephrogenesis"	""	0
"Development of ureteric collection system"	-Inf	1	"Development of ureteric collection system"	""	0
"Burn wound healing"	-Inf	1	"Burn wound healing"	""	0
"Fatty acid transporters"	-Inf	1	"Fatty acid transporters"	""	0
"FOXP3 in COVID 19"	-Inf	1	"FOXP3 in COVID 19"	""	0
"7 oxo C and 7 beta HC pathways"	-Inf	1	"7 oxo C and 7 beta HC pathways"	""	0
"SARS CoV 2 altering angiogenesis via NRP1"	-Inf	1	"SARS CoV 2 altering angiogenesis via NRP1"	""	0
"FOXA2 pathway"	2.87287157519398	0.024997079547454	"FOXA2 pathway"	"51085;8714"	2
"Modulators of TCR signaling and T cell activation"	-Inf	1	"Modulators of TCR signaling and T cell activation"	""	0
"Kallmann syndrome"	-Inf	1	"Kallmann syndrome"	""	0
"Soluble ACE2 mediated cell entry of SARS CoV 2"	-Inf	1	"Soluble ACE2 mediated cell entry of SARS CoV 2"	""	0
"T cell modulation in pancreatic cancer"	-Inf	1	"T cell modulation in pancreatic cancer"	""	0
"Neuroinflammation and glutamatergic signaling"	-Inf	0.415937667462531	"Neuroinflammation and glutamatergic signaling"	""	0
"Vasopressin regulated water reabsorption"	0.752577341476267	0.40746753712524	"Vasopressin regulated water reabsorption"	"398"	1
"Pleural mesothelioma"	-2.79585928321977	0.0647420245507418	"Pleural mesothelioma"	"8408"	1
"Prostaglandin signaling"	-Inf	1	"Prostaglandin signaling"	""	0
"Kinin Kallikrein pathway"	-Inf	1	"Kinin Kallikrein pathway"	""	0
"Complement system in neuronal development and plasticity"	-Inf	0.639493543723092	"Complement system in neuronal development and plasticity"	""	0
"Interactions of natural killer cells in pancreatic cancer"	-Inf	1	"Interactions of natural killer cells in pancreatic cancer"	""	0
"Opioid receptor pathways"	-Inf	1	"Opioid receptor pathways"	""	0
"Orexin receptor pathway"	-Inf	0.628420375657133	"Orexin receptor pathway"	""	0
"Overview of proinflammatory and profibrotic mediators"	-0.943416471633633	1	"Overview of proinflammatory and profibrotic mediators"	"90865"	1
"CCL18 signaling pathway"	-Inf	1	"CCL18 signaling pathway"	""	0
"T cell activation SARS CoV 2"	-0.498384232056951	1	"T cell activation SARS CoV 2"	"3708"	1
"Regulation of actin cytoskeleton"	-Inf	0.42619467129334	"Regulation of actin cytoskeleton"	""	0
"Congenital generalized lipodystrophy"	1.9370019126137	0.192463175482218	"Congenital generalized lipodystrophy"	"23175"	1
"Familial partial lipodystrophy"	-Inf	1	"Familial partial lipodystrophy"	""	0
"Progeria associated lipodystrophy"	-Inf	1	"Progeria associated lipodystrophy"	""	0
"Acquired partial lipodystrophy Barraquer Simons syndrome"	-Inf	1	"Acquired partial lipodystrophy Barraquer Simons syndrome"	""	0
"Familial hyperlipidemia type 1"	-Inf	1	"Familial hyperlipidemia type 1"	""	0
"Familial hyperlipidemia type 2"	-Inf	1	"Familial hyperlipidemia type 2"	""	0
"Familial hyperlipidemia type 3"	-Inf	1	"Familial hyperlipidemia type 3"	""	0
"Familial hyperlipidemia type 4"	-Inf	1	"Familial hyperlipidemia type 4"	""	0
"Familial hyperlipidemia type 5"	-Inf	1	"Familial hyperlipidemia type 5"	""	0
"Antiviral and anti inflammatory effects of Nrf2 on SARS CoV 2 pathway"	-Inf	1	"Antiviral and anti inflammatory effects of Nrf2 on SARS CoV 2 pathway"	""	0
"Nucleotide excision repair in xeroderma pigmentosum "	-Inf	1	"Nucleotide excision repair in xeroderma pigmentosum "	""	0
"Network map of SARS CoV 2 signaling pathway"	-0.763437805527397	1	"Network map of SARS CoV 2 signaling pathway"	"90865;8408"	2
"SARS CoV 2 B 1 1 7 variant antagonises innate immune activation"	-Inf	1	"SARS CoV 2 B 1 1 7 variant antagonises innate immune activation"	""	0
"Cohesin complex Cornelia de Lange syndrome"	-Inf	1	"Cohesin complex Cornelia de Lange syndrome"	""	0
"SMC1 SMC3 role in DNA damage Cornelia de Lange Syndrome"	-Inf	1	"SMC1 SMC3 role in DNA damage Cornelia de Lange Syndrome"	""	0
"NIPBL role in DNA damage Cornelia de Lange syndrome"	-Inf	1	"NIPBL role in DNA damage Cornelia de Lange syndrome"	""	0
"Inclusion body myositis"	-Inf	1	"Inclusion body myositis"	""	0
"Sphingolipid metabolism in senescence"	-Inf	1	"Sphingolipid metabolism in senescence"	""	0
"Prostaglandin and leukotriene metabolism in senescence "	-Inf	1	"Prostaglandin and leukotriene metabolism in senescence "	""	0
"Mitochondrial fatty acid oxidation disorders"	-Inf	1	"Mitochondrial fatty acid oxidation disorders"	""	0
"Alzheimer 39 s disease"	-0.82273498921117	0.771619558739968	"Alzheimer 39 s disease"	"8408;3708"	2
"Th17 cell differentiation pathway"	-Inf	1	"Th17 cell differentiation pathway"	""	0
"Non classical role of vitamin D"	-Inf	1	"Non classical role of vitamin D"	""	0
"ALA oxylipin metabolism"	-Inf	1	"ALA oxylipin metabolism"	""	0
"Linoleic acid oxylipin metabolism"	-Inf	1	"Linoleic acid oxylipin metabolism"	""	0
"Calcium mediated T cell apoptosis involved in inclusion body myositis"	-Inf	1	"Calcium mediated T cell apoptosis involved in inclusion body myositis"	""	0
"GDNF signaling"	-Inf	1	"GDNF signaling"	""	0
"NRP1 triggered signaling pathways in pancreatic cancer "	-Inf	1	"NRP1 triggered signaling pathways in pancreatic cancer "	""	0
"COVID 19 structural coverage map"	-Inf	1	"COVID 19 structural coverage map"	""	0
"Lung pathology of COVID 19"	-Inf	1	"Lung pathology of COVID 19"	""	0
"Complement mediated inflammation of pulmonary alveolus in COVID 19 hypothetical pathway "	-Inf	1	"Complement mediated inflammation of pulmonary alveolus in COVID 19 hypothetical pathway "	""	0
"Lipid metabolism in senescent cells"	-Inf	1	"Lipid metabolism in senescent cells"	""	0
"Spina bifida"	2.81147103052984	0.13277801337162	"Spina bifida"	"1786"	1
"Iron sulfur cluster biogenesis"	-Inf	1	"Iron sulfur cluster biogenesis"	""	0
"N glycan biosynthesis"	-Inf	1	"N glycan biosynthesis"	""	0
"Docosahexaenoic acid oxylipin metabolism"	-Inf	1	"Docosahexaenoic acid oxylipin metabolism"	""	0
"Arachidonic acid AA ARA oxylipin metabolism"	-Inf	1	"Arachidonic acid AA ARA oxylipin metabolism"	""	0
"SARS CoV 2 replication organelle formation"	-Inf	1	"SARS CoV 2 replication organelle formation"	""	0
"Urotensin II mediated signaling pathway"	-Inf	1	"Urotensin II mediated signaling pathway"	""	0
"Hypertrophy model"	-Inf	1	"Hypertrophy model"	""	0
"Glyoxylate metabolism"	-Inf	1	"Glyoxylate metabolism"	""	0
"Hemesynthesis defects and porphyrias"	-Inf	1	"Hemesynthesis defects and porphyrias"	""	0
"Leukotriene metabolic pathway"	-Inf	1	"Leukotriene metabolic pathway"	""	0
"Iron metabolism disorders"	1.64154602908752	0.18280595442843	"Iron metabolism disorders"	"4891"	1
"Disorders of galactose metabolism "	-Inf	1	"Disorders of galactose metabolism "	""	0
"Ulcerative colitis signaling"	-Inf	1	"Ulcerative colitis signaling"	""	0
"Disorders in ketone body synthesis"	-Inf	1	"Disorders in ketone body synthesis"	""	0
"Disorders of bile acid synthesis and biliary transport"	1.07450543636363	0.291515497620517	"Disorders of bile acid synthesis and biliary transport"	"8714"	1
"Disorders of fructose metabolism"	-Inf	1	"Disorders of fructose metabolism"	""	0
"Biosynthesis and turnover of 1 deoxy sphingoid bases"	-Inf	1	"Biosynthesis and turnover of 1 deoxy sphingoid bases"	""	0
"DYRK1A involvement regarding cell proliferation in brain development"	-0.0129574048867097	0.5220452127804	"DYRK1A involvement regarding cell proliferation in brain development"	"1021"	1
"Roles of ceramides in development of insulin resistance"	-Inf	1	"Roles of ceramides in development of insulin resistance"	""	0
"Pro survival signaling of neuroprotectin D1"	1.75257734147627	0.163147210425327	"Pro survival signaling of neuroprotectin D1"	"11035"	1
"SARS CoV 2 mitochondrial chronic oxidative stress and endothelial dysfunction"	-Inf	1	"SARS CoV 2 mitochondrial chronic oxidative stress and endothelial dysfunction"	""	0
"Vitamin K metabolism and activation of dependent proteins"	-Inf	1	"Vitamin K metabolism and activation of dependent proteins"	""	0
"mRNA vaccine activation of dendritic cell and induction of IFN 1"	-Inf	1	"mRNA vaccine activation of dendritic cell and induction of IFN 1"	""	0
"Copper metabolism"	3.81147103052984	0.0463554045376504	"Copper metabolism"	"4891"	1
"Creatine pathway"	-Inf	1	"Creatine pathway"	""	0
"Resolvin E1 and resolvin D1 signaling pathways promoting inflammation resolution"	-Inf	1	"Resolvin E1 and resolvin D1 signaling pathways promoting inflammation resolution"	""	0
"Modulation of PI3K Akt mTOR signaling by bioactive sphingolipids"	-Inf	1	"Modulation of PI3K Akt mTOR signaling by bioactive sphingolipids"	""	0
"Cholesterol synthesis disorders"	-Inf	1	"Cholesterol synthesis disorders"	""	0
"Synthesis of ceramides and 1 deoxyceramides"	-Inf	1	"Synthesis of ceramides and 1 deoxyceramides"	""	0
"Disorders in ketolysis"	-Inf	1	"Disorders in ketolysis"	""	0
"Inflammatory bowel disease signaling"	-Inf	1	"Inflammatory bowel disease signaling"	""	0
"PtdIns 4 5 P2 in cytokinesis pathway"	-Inf	1	"PtdIns 4 5 P2 in cytokinesis pathway"	""	0
"Dravet syndrome"	-Inf	1	"Dravet syndrome"	""	0
"Alstrom syndrome"	1.07450543636363	0.332466554517214	"Alstrom syndrome"	"26160"	1
"Clock controlled autophagy in bone metabolism"	-0.261777951500803	0.614645440270673	"Clock controlled autophagy in bone metabolism"	"8408"	1
"Amino acid conjugation of benzoic acid"	-Inf	1	"Amino acid conjugation of benzoic acid"	""	0
"Glucose metabolism in triple negative breast cancer cells"	-Inf	1	"Glucose metabolism in triple negative breast cancer cells"	""	0
"Amino acid metabolism in triple negative breast cancer cells"	-Inf	1	"Amino acid metabolism in triple negative breast cancer cells"	""	0
"Warburg effect modulated by deubiquitinating enzymes and their substrates"	-Inf	1	"Warburg effect modulated by deubiquitinating enzymes and their substrates"	""	0
"Extrafollicular and follicular B cell activation by SARS CoV 2"	-Inf	1	"Extrafollicular and follicular B cell activation by SARS CoV 2"	""	0
"Diet dependent trimethylamine trimethylamine N oxide metabolism "	-Inf	1	"Diet dependent trimethylamine trimethylamine N oxide metabolism "	""	0
"Metabolic reprogramming in pancreatic cancer"	-Inf	1	"Metabolic reprogramming in pancreatic cancer"	""	0
"2q11 2 copy number variation syndrome"	-Inf	1	"2q11 2 copy number variation syndrome"	""	0
"2q13 copy number variation syndrome"	0.167614840755111	0.527723658630699	"2q13 copy number variation syndrome"	"6574"	1
"2q21 1 copy number variation syndrome"	-Inf	1	"2q21 1 copy number variation syndrome"	""	0
"2q37 copy number variation syndrome"	-Inf	0.420661893119503	"2q37 copy number variation syndrome"	""	0
"Nephrotoxcicity adverse outcome pathway"	-Inf	1	"Nephrotoxcicity adverse outcome pathway"	""	0
"Hippocampal synaptogenesis and neurogenesis"	-Inf	1	"Hippocampal synaptogenesis and neurogenesis"	""	0
"Arsenic metabolism and reactive oxygen species generation"	-Inf	1	"Arsenic metabolism and reactive oxygen species generation"	""	0
"Bardet Biedl syndrome"	-0.0954195650786824	1	"Bardet Biedl syndrome"	"26160"	1
"Estradiol regulation in porto sinusoidal vascular disease"	-Inf	1	"Estradiol regulation in porto sinusoidal vascular disease"	""	0
"Markers of kidney cell lineage"	-Inf	1	"Markers of kidney cell lineage"	""	0
"Cholestasis"	1.81147103052984	0.20200739985898	"Cholestasis"	"8714"	1
"Lac Phe pathway"	-Inf	1	"Lac Phe pathway"	""	0
"G13 signaling pathway"	1.11103131238874	0.371072911100458	"G13 signaling pathway"	"398"	1
"Mitochondrial beta oxidation"	-Inf	1	"Mitochondrial beta oxidation"	""	0
"COVID 19 and endothelial cell senescence"	-Inf	1	"COVID 19 and endothelial cell senescence"	""	0
"Role of ROS in COVID 19 endothelial dysfunction"	-Inf	1	"Role of ROS in COVID 19 endothelial dysfunction"	""	0
"Genetic causes of porto sinusoidal vascular disease"	-Inf	1	"Genetic causes of porto sinusoidal vascular disease"	""	0
"LDL influence on CD14 and TLR4"	-Inf	1	"LDL influence on CD14 and TLR4"	""	0
"Effect of intestinal microbiome on anticoagulant response of vitamin K antagonists"	-Inf	1	"Effect of intestinal microbiome on anticoagulant response of vitamin K antagonists"	""	0
"Ether lipid biosynthesis"	1.9370019126137	0.211439936503673	"Ether lipid biosynthesis"	"23175"	1
"Estrogen metabolism"	-Inf	1	"Estrogen metabolism"	""	0
"Steroid hormone precursor biosynthesis"	-Inf	1	"Steroid hormone precursor biosynthesis"	""	0
"Mineralocorticoid biosynthesis"	-Inf	1	"Mineralocorticoid biosynthesis"	""	0
"Acetylcholine synthesis"	-Inf	1	"Acetylcholine synthesis"	""	0
"Glucocorticoid biosynthesis"	-Inf	1	"Glucocorticoid biosynthesis"	""	0
"Chronic hyperglycemia impairment of neuron function"	-Inf	1	"Chronic hyperglycemia impairment of neuron function"	""	0
"Cell interactions of the pancreatic cancer microenvironment"	1.39643353125099	0.265761144990664	"Cell interactions of the pancreatic cancer microenvironment"	"3902"	1
"Immune infiltration in pancreatic cancer"	-Inf	1	"Immune infiltration in pancreatic cancer"	""	0
"17q12 copy number variation syndrome"	-Inf	0.634544261487577	"17q12 copy number variation syndrome"	""	0
"Glycosphingolipid metabolism"	-Inf	1	"Glycosphingolipid metabolism"	""	0
"Acute myeloid leukemia"	-Inf	1	"Acute myeloid leukemia"	""	0
"Sildenafil treatment"	-Inf	1	"Sildenafil treatment"	""	0
"Ganglio series sphingolipid metabolism"	-Inf	1	"Ganglio series sphingolipid metabolism"	""	0
"ID signaling pathway"	-Inf	1	"ID signaling pathway"	""	0
"Cytokines and inflammatory response"	-Inf	1	"Cytokines and inflammatory response"	""	0
"TROP2 regulatory signaling"	-Inf	1	"TROP2 regulatory signaling"	""	0
"Lacto series sphingolipid metabolism"	-Inf	1	"Lacto series sphingolipid metabolism"	""	0
"Cholesterol metabolism"	-Inf	1	"Cholesterol metabolism"	""	0
"DNA mismatch repair"	-Inf	1	"DNA mismatch repair"	""	0
"Isoglobo series sphingolipids"	-Inf	1	"Isoglobo series sphingolipids"	""	0
"Metabolic pathways of fibroblasts"	-Inf	1	"Metabolic pathways of fibroblasts"	""	0
"Carnosine metabolism of glial cells"	-Inf	1	"Carnosine metabolism of glial cells"	""	0
"Lactate shuttle in glial cells"	-Inf	1	"Lactate shuttle in glial cells"	""	0
"Sebaleic acid formation and metabolism"	-Inf	1	"Sebaleic acid formation and metabolism"	""	0
"Primary ovarian insufficiency"	-1.04650996459774	0.725191329398293	"Primary ovarian insufficiency"	"23304"	1
"Female steroid hormones in cardiomyocyte energy metabolism"	-Inf	1	"Female steroid hormones in cardiomyocyte energy metabolism"	""	0
"Male steroid hormones in cardiomyocyte energy metabolism"	-Inf	1	"Male steroid hormones in cardiomyocyte energy metabolism"	""	0
"Fatty acids and lipoproteins transport in hepatocytes"	-Inf	1	"Fatty acids and lipoproteins transport in hepatocytes"	""	0
"Octadecanoid formation from linoleic acid"	-Inf	1	"Octadecanoid formation from linoleic acid"	""	0
"Cholesterol biosynthesis pathway in hepatocytes"	-Inf	1	"Cholesterol biosynthesis pathway in hepatocytes"	""	0
"Autophagy in pancreatic ductal adenocarcinoma"	-Inf	1	"Autophagy in pancreatic ductal adenocarcinoma"	""	0
"Enterocyte cholesterol metabolism"	-Inf	1	"Enterocyte cholesterol metabolism"	""	0
"Induction of autophagy and toll like receptor signaling pathways by graphene oxide "	-Inf	1	"Induction of autophagy and toll like receptor signaling pathways by graphene oxide "	""	0
"Glycolysis and gluconeogenesis"	-Inf	1	"Glycolysis and gluconeogenesis"	""	0
"Pathophysiological roles of DUX4 in FSHD1"	-Inf	1	"Pathophysiological roles of DUX4 in FSHD1"	""	0
"Abnormal calcium handling and its effects on muscle contraction in DMD"	-Inf	1	"Abnormal calcium handling and its effects on muscle contraction in DMD"	""	0
"Cardiomyocyte signaling pathways converging on titin"	-Inf	1	"Cardiomyocyte signaling pathways converging on titin"	""	0
"1p36 copy number variation syndrome"	0.738222048499197	0.308918747747171	"1p36 copy number variation syndrome"	"57801;54587"	2
"8p23 1 copy number variation syndrome"	-Inf	1	"8p23 1 copy number variation syndrome"	""	0
"IL 26 signaling pathways"	0.374065718222538	0.435075369186273	"IL 26 signaling pathways"	"90865"	1
"11p11 2 copy number variation syndrome "	-Inf	1	"11p11 2 copy number variation syndrome "	""	0
"Kleefstra syndrome"	-Inf	1	"Kleefstra syndrome"	""	0
"10q11 21q11 23 copy number variation syndrome"	0.419153607751076	0.516299182638304	"10q11 21q11 23 copy number variation syndrome"	"3299"	1
"Macrophage stimulating protein MSP signaling network map"	-Inf	1	"Macrophage stimulating protein MSP signaling network map"	""	0
"Metabolic Epileptic Disorders"	-Inf	0.629544858078829	"Metabolic Epileptic Disorders"	""	0
"Affected pathways in Duchenne muscular dystrophy"	-0.0629980873863051	0.585944722293073	"Affected pathways in Duchenne muscular dystrophy"	"3708"	1
"JAK STAT signaling in the regulation of beta cells"	-Inf	1	"JAK STAT signaling in the regulation of beta cells"	""	0
"Calcium regulation in cardiac cells"	0.101812782359365	0.700582410373451	"Calcium regulation in cardiac cells"	"196883;3708"	2
"KCNQ2 related epilepsies"	1.14850601780741	0.20200739985898	"KCNQ2 related epilepsies"	"3708"	1
"TAR syndrome"	-Inf	1	"TAR syndrome"	""	0
"4p16 3 copy number variation"	-Inf	1	"4p16 3 copy number variation"	""	0
"NF1 copy number variation syndrome "	0.196761186414628	0.369273577590657	"NF1 copy number variation syndrome "	"8353;1786"	2
"Rubinstein Taybi syndrome 1"	-Inf	1	"Rubinstein Taybi syndrome 1"	""	0
"Sulfatase and aromatase pathway"	-Inf	1	"Sulfatase and aromatase pathway"	""	0
"Involvement of secretase in neurodegenerative diseases"	-Inf	1	"Involvement of secretase in neurodegenerative diseases"	""	0
"Osteoarthritic chondrocyte hypertrophy"	-Inf	1	"Osteoarthritic chondrocyte hypertrophy"	""	0
"17p13 3 YWHAE copy number variation"	-Inf	1	"17p13 3 YWHAE copy number variation"	""	0
"5q35 copy number variation"	-Inf	0.643398027597042	"5q35 copy number variation"	""	0
"Smith Magenis and Potocki Lupski syndrome copy number variation"	0.36668618785694	0.437961843306278	"Smith Magenis and Potocki Lupski syndrome copy number variation"	"8408;26160;84895"	3
"TGF Smad signaling pathway"	-Inf	1	"TGF Smad signaling pathway"	""	0
"Growth factors and hormones in beta cell proliferation"	-Inf	1	"Growth factors and hormones in beta cell proliferation"	""	0
"Pancreatic cancer subtypes"	-Inf	1	"Pancreatic cancer subtypes"	""	0
"UDP derived sugars synthesis in fibroblasts"	-Inf	1	"UDP derived sugars synthesis in fibroblasts"	""	0
"Glycosaminoglycan synthesis in fibroblasts"	-Inf	1	"Glycosaminoglycan synthesis in fibroblasts"	""	0
"Enterohepatic circulation of bile acids"	1.64154602908752	0.13277801337162	"Enterohepatic circulation of bile acids"	"8714"	1
"Vitamin A1 and A5 X pathways"	-Inf	1	"Vitamin A1 and A5 X pathways"	""	0
"NRXN1 deletion syndrome"	-Inf	1	"NRXN1 deletion syndrome"	""	0
"NPHP1 deletion syndrome"	-Inf	1	"NPHP1 deletion syndrome"	""	0
"6q16 copy number variation"	-Inf	1	"6q16 copy number variation"	""	0
"7q11 23 distal copy number variation"	-Inf	1	"7q11 23 distal copy number variation"	""	0
"10q22q23 copy number variation"	0.33034434079322	0.533335307173586	"10q22q23 copy number variation"	"92211"	1
"13q12 or CRYL1 copy number variation "	-Inf	1	"13q12 or CRYL1 copy number variation "	""	0
"13q12 12 copy number variation"	-Inf	1	"13q12 12 copy number variation"	""	0
"15q11q13 copy number variation"	-Inf	1	"15q11q13 copy number variation"	""	0
"15q25 copy number variation"	1.64154602908752	0.102091824090755	"15q25 copy number variation"	"9640;3708"	2
"PAFAH1B1 copy number variation"	-Inf	1	"PAFAH1B1 copy number variation"	""	0
"Phosphatidyl inositol phosphate pathway"	-Inf	1	"Phosphatidyl inositol phosphate pathway"	""	0
"8q11 23 RB1CC1 copy number variation"	2.22650852980868	0.173034412570585	"8q11 23 RB1CC1 copy number variation"	"8408"	1
"IDO metabolic pathway"	-Inf	1	"IDO metabolic pathway"	""	0
"Cell lineage map for neuronal differentiation"	-Inf	0.410252179024287	"Cell lineage map for neuronal differentiation"	""	0
"ADHD and autism ASD linked metabolic pathways and SNP"	-0.290066995932226	1	"ADHD and autism ASD linked metabolic pathways and SNP"	"8408;2166;26;1786"	4
"IL 19 signaling pathway"	-Inf	1	"IL 19 signaling pathway"	""	0
"Omega 6 fatty acids in senescence"	0.00411610847223195	0.428295188787644	"Omega 6 fatty acids in senescence"	"11283"	1
"HDAC6 interactions in the central nervous system"	-Inf	0.644442286038613	"HDAC6 interactions in the central nervous system"	""	0
"FGFR4 p G388R signaling pathway"	-Inf	1	"FGFR4 p G388R signaling pathway"	""	0
"FLT3 p Gln640SerfsTer8 signaling pathway"	-Inf	1	"FLT3 p Gln640SerfsTer8 signaling pathway"	""	0
