"ES"	"p_val"	"path"	"hits"	"hits_n"
"Pathogenesis of SARS CoV 2 mediated by nsp9 nsp10 complex"	-Inf	1	"Pathogenesis of SARS CoV 2 mediated by nsp9 nsp10 complex"	""	0
"COVID 19 adverse outcome pathway"	-Inf	1	"COVID 19 adverse outcome pathway"	""	0
"IL 2 signaling pathway"	-Inf	1	"IL 2 signaling pathway"	""	0
"Purinergic signaling"	-Inf	1	"Purinergic signaling"	""	0
"LDLRAD4 and what we know about it"	-Inf	1	"LDLRAD4 and what we know about it"	""	0
"1q21 1 copy number variation syndrome"	-Inf	1	"1q21 1 copy number variation syndrome"	""	0
"3q29 copy number variation syndrome"	-Inf	1	"3q29 copy number variation syndrome"	""	0
"SARS coronavirus and innate immunity"	-Inf	1	"SARS coronavirus and innate immunity"	""	0
"Proximal tubule transport"	-Inf	1	"Proximal tubule transport"	""	0
"Cellular proteostasis"	-Inf	1	"Cellular proteostasis"	""	0
"Neuroinflammation"	-Inf	1	"Neuroinflammation"	""	0
"Mitochondrial complex II assembly"	-Inf	1	"Mitochondrial complex II assembly"	""	0
"Mitochondrial complex III assembly"	-Inf	1	"Mitochondrial complex III assembly"	""	0
"Mitochondrial complex IV assembly"	-Inf	1	"Mitochondrial complex IV assembly"	""	0
"Autophagy"	-Inf	1	"Autophagy"	""	0
"Unfolded protein response"	-Inf	1	"Unfolded protein response"	""	0
"COVID 19 thrombosis and anticoagulation"	-Inf	1	"COVID 19 thrombosis and anticoagulation"	""	0
"MAPK pathway in congenital thyroid cancer"	-Inf	1	"MAPK pathway in congenital thyroid cancer"	""	0
"Direct reversal repair"	-Inf	1	"Direct reversal repair"	""	0
"7q11 23 copy number variation syndrome"	-Inf	1	"7q11 23 copy number variation syndrome"	""	0
"Perturbations to host cell autophagy induced by SARS CoV 2 proteins"	-Inf	1	"Perturbations to host cell autophagy induced by SARS CoV 2 proteins"	""	0
"15q11 2 copy number variation syndrome"	-Inf	1	"15q11 2 copy number variation syndrome"	""	0
"GPR143 in melanocytes and retinal pigment epithelium cells"	-Inf	1	"GPR143 in melanocytes and retinal pigment epithelium cells"	""	0
"15q13 3 copy number variation syndrome"	-Inf	1	"15q13 3 copy number variation syndrome"	""	0
"DNA repair pathways full network"	-Inf	1	"DNA repair pathways full network"	""	0
"Nitric oxide metabolism in cystic fibrosis"	-Inf	1	"Nitric oxide metabolism in cystic fibrosis"	""	0
"16p11 2 proximal deletion syndrome"	0.83236027551405	0.403222792815945	"16p11 2 proximal deletion syndrome"	"23025"	1
"16p11 2 distal deletion syndrome"	-Inf	1	"16p11 2 distal deletion syndrome"	""	0
"Steroid biosynthesis"	-Inf	1	"Steroid biosynthesis"	""	0
"STING pathway in Kawasaki like disease and COVID 19"	-Inf	1	"STING pathway in Kawasaki like disease and COVID 19"	""	0
"Airway smooth muscle cell contraction"	-Inf	1	"Airway smooth muscle cell contraction"	""	0
"p53 transcriptional gene network"	-Inf	1	"p53 transcriptional gene network"	""	0
"Fluoroacetic acid toxicity"	-Inf	1	"Fluoroacetic acid toxicity"	""	0
"RAS and bradykinin pathways in COVID 19"	-Inf	1	"RAS and bradykinin pathways in COVID 19"	""	0
"Urea cycle and metabolism of amino groups"	-Inf	1	"Urea cycle and metabolism of amino groups"	""	0
"Galanin receptor pathway"	-Inf	1	"Galanin receptor pathway"	""	0
"Phosphoinositides metabolism"	-Inf	1	"Phosphoinositides metabolism"	""	0
"Glycogen synthesis and degradation"	-Inf	1	"Glycogen synthesis and degradation"	""	0
"GPCRs class C metabotropic glutamate pheromone"	-Inf	1	"GPCRs class C metabotropic glutamate pheromone"	""	0
"Proline and hydroxyproline pathways"	-Inf	1	"Proline and hydroxyproline pathways"	""	0
"nsp1 from SARS CoV 2 inhibits translation initiation in the host cell"	-Inf	1	"nsp1 from SARS CoV 2 inhibits translation initiation in the host cell"	""	0
"Glycine metabolism including IMDs"	-Inf	1	"Glycine metabolism including IMDs"	""	0
"Amino acid transport defects IEMs "	-Inf	1	"Amino acid transport defects IEMs "	""	0
"Ethylmalonic encephalopathy"	-Inf	1	"Ethylmalonic encephalopathy"	""	0
"Biotin metabolism including IMDs"	-Inf	1	"Biotin metabolism including IMDs"	""	0
"Genes associated with the development of rheumatoid arthritis"	-Inf	1	"Genes associated with the development of rheumatoid arthritis"	""	0
"Angiotensin II receptor type 1 pathway"	-Inf	1	"Angiotensin II receptor type 1 pathway"	""	0
"Riboflavin and CoQ disorders"	-Inf	1	"Riboflavin and CoQ disorders"	""	0
"Mitochondrial immune response to SARS CoV 2"	-Inf	1	"Mitochondrial immune response to SARS CoV 2"	""	0
"SARS CoV 2 innate immunity evasion and cell specific immune response"	-Inf	1	"SARS CoV 2 innate immunity evasion and cell specific immune response"	""	0
"Pentose phosphate pathway in senescent cells"	-Inf	1	"Pentose phosphate pathway in senescent cells"	""	0
"Kynurenine pathway and links to cell senescence"	-Inf	1	"Kynurenine pathway and links to cell senescence"	""	0
"NAD metabolism in oncogene induced senescence and mitochondrial dysfunction associated senescence"	-Inf	1	"NAD metabolism in oncogene induced senescence and mitochondrial dysfunction associated senescence"	""	0
"Glycolysis in senescence"	-Inf	1	"Glycolysis in senescence"	""	0
"TCA cycle in senescence"	-Inf	1	"TCA cycle in senescence"	""	0
"Nephrogenesis"	-Inf	1	"Nephrogenesis"	""	0
"Development of ureteric collection system"	-Inf	1	"Development of ureteric collection system"	""	0
"Burn wound healing"	-Inf	1	"Burn wound healing"	""	0
"Fatty acid transporters"	-Inf	1	"Fatty acid transporters"	""	0
"FOXP3 in COVID 19"	-Inf	1	"FOXP3 in COVID 19"	""	0
"7 oxo C and 7 beta HC pathways"	-Inf	1	"7 oxo C and 7 beta HC pathways"	""	0
"SARS CoV 2 altering angiogenesis via NRP1"	-Inf	1	"SARS CoV 2 altering angiogenesis via NRP1"	""	0
"FOXA2 pathway"	2.68383775080396	0.132526728974963	"FOXA2 pathway"	"8714"	1
"Modulators of TCR signaling and T cell activation"	-Inf	1	"Modulators of TCR signaling and T cell activation"	""	0
"Kallmann syndrome"	-Inf	1	"Kallmann syndrome"	""	0
"Soluble ACE2 mediated cell entry of SARS CoV 2"	-Inf	1	"Soluble ACE2 mediated cell entry of SARS CoV 2"	""	0
"T cell modulation in pancreatic cancer"	-Inf	1	"T cell modulation in pancreatic cancer"	""	0
"Neuroinflammation and glutamatergic signaling"	-Inf	1	"Neuroinflammation and glutamatergic signaling"	""	0
"Vasopressin regulated water reabsorption"	-Inf	1	"Vasopressin regulated water reabsorption"	""	0
"Pleural mesothelioma"	-0.399930606888636	1	"Pleural mesothelioma"	"7015;64403;2248"	3
"Prostaglandin signaling"	-Inf	1	"Prostaglandin signaling"	""	0
"Kinin Kallikrein pathway"	-Inf	1	"Kinin Kallikrein pathway"	""	0
"Complement system in neuronal development and plasticity"	-Inf	1	"Complement system in neuronal development and plasticity"	""	0
"Interactions of natural killer cells in pancreatic cancer"	-Inf	1	"Interactions of natural killer cells in pancreatic cancer"	""	0
"Opioid receptor pathways"	-Inf	1	"Opioid receptor pathways"	""	0
"Orexin receptor pathway"	-Inf	1	"Orexin receptor pathway"	""	0
"Overview of proinflammatory and profibrotic mediators"	-Inf	1	"Overview of proinflammatory and profibrotic mediators"	""	0
"CCL18 signaling pathway"	-Inf	1	"CCL18 signaling pathway"	""	0
"T cell activation SARS CoV 2"	-Inf	1	"T cell activation SARS CoV 2"	""	0
"Regulation of actin cytoskeleton"	-0.114528388026387	1	"Regulation of actin cytoskeleton"	"2248"	1
"Congenital generalized lipodystrophy"	-Inf	1	"Congenital generalized lipodystrophy"	""	0
"Familial partial lipodystrophy"	-Inf	1	"Familial partial lipodystrophy"	""	0
"Progeria associated lipodystrophy"	-Inf	1	"Progeria associated lipodystrophy"	""	0
"Acquired partial lipodystrophy Barraquer Simons syndrome"	-Inf	1	"Acquired partial lipodystrophy Barraquer Simons syndrome"	""	0
"Familial hyperlipidemia type 1"	-Inf	1	"Familial hyperlipidemia type 1"	""	0
"Familial hyperlipidemia type 2"	-Inf	1	"Familial hyperlipidemia type 2"	""	0
"Familial hyperlipidemia type 3"	-Inf	1	"Familial hyperlipidemia type 3"	""	0
"Familial hyperlipidemia type 4"	-Inf	1	"Familial hyperlipidemia type 4"	""	0
"Familial hyperlipidemia type 5"	-Inf	1	"Familial hyperlipidemia type 5"	""	0
"Antiviral and anti inflammatory effects of Nrf2 on SARS CoV 2 pathway"	-Inf	1	"Antiviral and anti inflammatory effects of Nrf2 on SARS CoV 2 pathway"	""	0
"Nucleotide excision repair in xeroderma pigmentosum "	-Inf	1	"Nucleotide excision repair in xeroderma pigmentosum "	""	0
"Network map of SARS CoV 2 signaling pathway"	-0.952471629917414	1	"Network map of SARS CoV 2 signaling pathway"	"5743"	1
"SARS CoV 2 B 1 1 7 variant antagonises innate immune activation"	-Inf	1	"SARS CoV 2 B 1 1 7 variant antagonises innate immune activation"	""	0
"Cohesin complex Cornelia de Lange syndrome"	-Inf	1	"Cohesin complex Cornelia de Lange syndrome"	""	0
"SMC1 SMC3 role in DNA damage Cornelia de Lange Syndrome"	-Inf	1	"SMC1 SMC3 role in DNA damage Cornelia de Lange Syndrome"	""	0
"NIPBL role in DNA damage Cornelia de Lange syndrome"	-Inf	1	"NIPBL role in DNA damage Cornelia de Lange syndrome"	""	0
"Inclusion body myositis"	-Inf	1	"Inclusion body myositis"	""	0
"Sphingolipid metabolism in senescence"	2.3494187117334	0.172742844844153	"Sphingolipid metabolism in senescence"	"7015"	1
"Prostaglandin and leukotriene metabolism in senescence "	0.86754970397635	0.205751563285843	"Prostaglandin and leukotriene metabolism in senescence "	"5743"	1
"Mitochondrial fatty acid oxidation disorders"	-Inf	1	"Mitochondrial fatty acid oxidation disorders"	""	0
"Alzheimer 39 s disease"	-1.01176881360119	1	"Alzheimer 39 s disease"	"5743"	1
"Th17 cell differentiation pathway"	-Inf	1	"Th17 cell differentiation pathway"	""	0
"Non classical role of vitamin D"	-Inf	1	"Non classical role of vitamin D"	""	0
"ALA oxylipin metabolism"	-Inf	1	"ALA oxylipin metabolism"	""	0
"Linoleic acid oxylipin metabolism"	-Inf	1	"Linoleic acid oxylipin metabolism"	""	0
"Calcium mediated T cell apoptosis involved in inclusion body myositis"	-Inf	1	"Calcium mediated T cell apoptosis involved in inclusion body myositis"	""	0
"GDNF signaling"	-Inf	1	"GDNF signaling"	""	0
"NRP1 triggered signaling pathways in pancreatic cancer "	-Inf	1	"NRP1 triggered signaling pathways in pancreatic cancer "	""	0
"COVID 19 structural coverage map"	-Inf	1	"COVID 19 structural coverage map"	""	0
"Lung pathology of COVID 19"	-Inf	1	"Lung pathology of COVID 19"	""	0
"Complement mediated inflammation of pulmonary alveolus in COVID 19 hypothetical pathway "	-Inf	1	"Complement mediated inflammation of pulmonary alveolus in COVID 19 hypothetical pathway "	""	0
"Lipid metabolism in senescent cells"	3.81508228408221	0.00784322342232462	"Lipid metabolism in senescent cells"	"5743;255189"	2
"Spina bifida"	-Inf	1	"Spina bifida"	""	0
"Iron sulfur cluster biogenesis"	-Inf	1	"Iron sulfur cluster biogenesis"	""	0
"N glycan biosynthesis"	1.3494187117334	0.320718477578527	"N glycan biosynthesis"	"4122"	1
"Docosahexaenoic acid oxylipin metabolism"	6.20739970686097	0.0134337386133734	"Docosahexaenoic acid oxylipin metabolism"	"5743"	1
"Arachidonic acid AA ARA oxylipin metabolism"	4.88547161197361	0.0266901361206897	"Arachidonic acid AA ARA oxylipin metabolism"	"5743"	1
"SARS CoV 2 replication organelle formation"	-Inf	1	"SARS CoV 2 replication organelle formation"	""	0
"Urotensin II mediated signaling pathway"	-Inf	1	"Urotensin II mediated signaling pathway"	""	0
"Hypertrophy model"	-Inf	1	"Hypertrophy model"	""	0
"Glyoxylate metabolism"	2.30050911125246	0.0717239069289548	"Glyoxylate metabolism"	"58510"	1
"Hemesynthesis defects and porphyrias"	-Inf	1	"Hemesynthesis defects and porphyrias"	""	0
"Leukotriene metabolic pathway"	-Inf	1	"Leukotriene metabolic pathway"	""	0
"Iron metabolism disorders"	-Inf	1	"Iron metabolism disorders"	""	0
"Disorders of galactose metabolism "	-Inf	1	"Disorders of galactose metabolism "	""	0
"Ulcerative colitis signaling"	-Inf	1	"Ulcerative colitis signaling"	""	0
"Disorders in ketone body synthesis"	-Inf	1	"Disorders in ketone body synthesis"	""	0
"Disorders of bile acid synthesis and biliary transport"	1.88547161197361	0.178336398562288	"Disorders of bile acid synthesis and biliary transport"	"8714"	1
"Disorders of fructose metabolism"	-Inf	1	"Disorders of fructose metabolism"	""	0
"Biosynthesis and turnover of 1 deoxy sphingoid bases"	-Inf	1	"Biosynthesis and turnover of 1 deoxy sphingoid bases"	""	0
"DYRK1A involvement regarding cell proliferation in brain development"	-Inf	1	"DYRK1A involvement regarding cell proliferation in brain development"	""	0
"Roles of ceramides in development of insulin resistance"	-Inf	1	"Roles of ceramides in development of insulin resistance"	""	0
"Pro survival signaling of neuroprotectin D1"	-Inf	1	"Pro survival signaling of neuroprotectin D1"	""	0
"SARS CoV 2 mitochondrial chronic oxidative stress and endothelial dysfunction"	-Inf	1	"SARS CoV 2 mitochondrial chronic oxidative stress and endothelial dysfunction"	""	0
"Vitamin K metabolism and activation of dependent proteins"	-Inf	1	"Vitamin K metabolism and activation of dependent proteins"	""	0
"mRNA vaccine activation of dendritic cell and induction of IFN 1"	-Inf	1	"mRNA vaccine activation of dendritic cell and induction of IFN 1"	""	0
"Copper metabolism"	-Inf	1	"Copper metabolism"	""	0
"Creatine pathway"	-Inf	1	"Creatine pathway"	""	0
"Resolvin E1 and resolvin D1 signaling pathways promoting inflammation resolution"	-Inf	1	"Resolvin E1 and resolvin D1 signaling pathways promoting inflammation resolution"	""	0
"Modulation of PI3K Akt mTOR signaling by bioactive sphingolipids"	-Inf	1	"Modulation of PI3K Akt mTOR signaling by bioactive sphingolipids"	""	0
"Cholesterol synthesis disorders"	-Inf	1	"Cholesterol synthesis disorders"	""	0
"Synthesis of ceramides and 1 deoxyceramides"	-Inf	1	"Synthesis of ceramides and 1 deoxyceramides"	""	0
"Disorders in ketolysis"	-Inf	1	"Disorders in ketolysis"	""	0
"Inflammatory bowel disease signaling"	-Inf	1	"Inflammatory bowel disease signaling"	""	0
"PtdIns 4 5 P2 in cytokinesis pathway"	-Inf	1	"PtdIns 4 5 P2 in cytokinesis pathway"	""	0
"Dravet syndrome"	-Inf	1	"Dravet syndrome"	""	0
"Alstrom syndrome"	-Inf	1	"Alstrom syndrome"	""	0
"Clock controlled autophagy in bone metabolism"	-Inf	1	"Clock controlled autophagy in bone metabolism"	""	0
"Amino acid conjugation of benzoic acid"	-Inf	1	"Amino acid conjugation of benzoic acid"	""	0
"Glucose metabolism in triple negative breast cancer cells"	-Inf	1	"Glucose metabolism in triple negative breast cancer cells"	""	0
"Amino acid metabolism in triple negative breast cancer cells"	-Inf	1	"Amino acid metabolism in triple negative breast cancer cells"	""	0
"Warburg effect modulated by deubiquitinating enzymes and their substrates"	-Inf	1	"Warburg effect modulated by deubiquitinating enzymes and their substrates"	""	0
"Extrafollicular and follicular B cell activation by SARS CoV 2"	-Inf	1	"Extrafollicular and follicular B cell activation by SARS CoV 2"	""	0
"Diet dependent trimethylamine trimethylamine N oxide metabolism "	-Inf	1	"Diet dependent trimethylamine trimethylamine N oxide metabolism "	""	0
"Metabolic reprogramming in pancreatic cancer"	-Inf	1	"Metabolic reprogramming in pancreatic cancer"	""	0
"2q11 2 copy number variation syndrome"	-Inf	1	"2q11 2 copy number variation syndrome"	""	0
"2q13 copy number variation syndrome"	-Inf	1	"2q13 copy number variation syndrome"	""	0
"2q21 1 copy number variation syndrome"	-Inf	1	"2q21 1 copy number variation syndrome"	""	0
"2q37 copy number variation syndrome"	-Inf	0.627676556861429	"2q37 copy number variation syndrome"	""	0
"Nephrotoxcicity adverse outcome pathway"	-Inf	1	"Nephrotoxcicity adverse outcome pathway"	""	0
"Hippocampal synaptogenesis and neurogenesis"	-Inf	1	"Hippocampal synaptogenesis and neurogenesis"	""	0
"Arsenic metabolism and reactive oxygen species generation"	-Inf	1	"Arsenic metabolism and reactive oxygen species generation"	""	0
"Bardet Biedl syndrome"	0.7155466105313	0.450170774403084	"Bardet Biedl syndrome"	"5311"	1
"Estradiol regulation in porto sinusoidal vascular disease"	-Inf	1	"Estradiol regulation in porto sinusoidal vascular disease"	""	0
"Markers of kidney cell lineage"	-Inf	1	"Markers of kidney cell lineage"	""	0
"Cholestasis"	2.62243720613982	0.120687771735034	"Cholestasis"	"8714"	1
"Lac Phe pathway"	-Inf	1	"Lac Phe pathway"	""	0
"G13 signaling pathway"	-Inf	1	"G13 signaling pathway"	""	0
"Mitochondrial beta oxidation"	-Inf	1	"Mitochondrial beta oxidation"	""	0
"COVID 19 and endothelial cell senescence"	-Inf	1	"COVID 19 and endothelial cell senescence"	""	0
"Role of ROS in COVID 19 endothelial dysfunction"	-Inf	1	"Role of ROS in COVID 19 endothelial dysfunction"	""	0
"Genetic causes of porto sinusoidal vascular disease"	1.88547161197361	0.221767170776566	"Genetic causes of porto sinusoidal vascular disease"	"4855"	1
"LDL influence on CD14 and TLR4"	-Inf	1	"LDL influence on CD14 and TLR4"	""	0
"Effect of intestinal microbiome on anticoagulant response of vitamin K antagonists"	-Inf	1	"Effect of intestinal microbiome on anticoagulant response of vitamin K antagonists"	""	0
"Ether lipid biosynthesis"	-Inf	1	"Ether lipid biosynthesis"	""	0
"Estrogen metabolism"	-Inf	1	"Estrogen metabolism"	""	0
"Steroid hormone precursor biosynthesis"	-Inf	1	"Steroid hormone precursor biosynthesis"	""	0
"Mineralocorticoid biosynthesis"	-Inf	1	"Mineralocorticoid biosynthesis"	""	0
"Acetylcholine synthesis"	-Inf	1	"Acetylcholine synthesis"	""	0
"Glucocorticoid biosynthesis"	-Inf	1	"Glucocorticoid biosynthesis"	""	0
"Chronic hyperglycemia impairment of neuron function"	-Inf	1	"Chronic hyperglycemia impairment of neuron function"	""	0
"Cell interactions of the pancreatic cancer microenvironment"	-Inf	1	"Cell interactions of the pancreatic cancer microenvironment"	""	0
"Immune infiltration in pancreatic cancer"	-Inf	1	"Immune infiltration in pancreatic cancer"	""	0
"17q12 copy number variation syndrome"	-Inf	1	"17q12 copy number variation syndrome"	""	0
"Glycosphingolipid metabolism"	-Inf	1	"Glycosphingolipid metabolism"	""	0
"Acute myeloid leukemia"	-Inf	1	"Acute myeloid leukemia"	""	0
"Sildenafil treatment"	-Inf	1	"Sildenafil treatment"	""	0
"Ganglio series sphingolipid metabolism"	-Inf	1	"Ganglio series sphingolipid metabolism"	""	0
"ID signaling pathway"	-Inf	1	"ID signaling pathway"	""	0
"Cytokines and inflammatory response"	-Inf	1	"Cytokines and inflammatory response"	""	0
"TROP2 regulatory signaling"	-Inf	1	"TROP2 regulatory signaling"	""	0
"Lacto series sphingolipid metabolism"	-Inf	1	"Lacto series sphingolipid metabolism"	""	0
"Cholesterol metabolism"	-Inf	1	"Cholesterol metabolism"	""	0
"DNA mismatch repair"	-Inf	1	"DNA mismatch repair"	""	0
"Isoglobo series sphingolipids"	-Inf	1	"Isoglobo series sphingolipids"	""	0
"Metabolic pathways of fibroblasts"	-Inf	1	"Metabolic pathways of fibroblasts"	""	0
"Carnosine metabolism of glial cells"	-Inf	1	"Carnosine metabolism of glial cells"	""	0
"Lactate shuttle in glial cells"	-Inf	1	"Lactate shuttle in glial cells"	""	0
"Sebaleic acid formation and metabolism"	-Inf	1	"Sebaleic acid formation and metabolism"	""	0
"Primary ovarian insufficiency"	-Inf	0.632863077278898	"Primary ovarian insufficiency"	""	0
"Female steroid hormones in cardiomyocyte energy metabolism"	-Inf	1	"Female steroid hormones in cardiomyocyte energy metabolism"	""	0
"Male steroid hormones in cardiomyocyte energy metabolism"	-Inf	1	"Male steroid hormones in cardiomyocyte energy metabolism"	""	0
"Fatty acids and lipoproteins transport in hepatocytes"	-Inf	1	"Fatty acids and lipoproteins transport in hepatocytes"	""	0
"Octadecanoid formation from linoleic acid"	-Inf	1	"Octadecanoid formation from linoleic acid"	""	0
"Cholesterol biosynthesis pathway in hepatocytes"	-Inf	1	"Cholesterol biosynthesis pathway in hepatocytes"	""	0
"Autophagy in pancreatic ductal adenocarcinoma"	-Inf	1	"Autophagy in pancreatic ductal adenocarcinoma"	""	0
"Enterocyte cholesterol metabolism"	-Inf	1	"Enterocyte cholesterol metabolism"	""	0
"Induction of autophagy and toll like receptor signaling pathways by graphene oxide "	-Inf	1	"Induction of autophagy and toll like receptor signaling pathways by graphene oxide "	""	0
"Glycolysis and gluconeogenesis"	-Inf	1	"Glycolysis and gluconeogenesis"	""	0
"Pathophysiological roles of DUX4 in FSHD1"	-Inf	1	"Pathophysiological roles of DUX4 in FSHD1"	""	0
"Abnormal calcium handling and its effects on muscle contraction in DMD"	-Inf	1	"Abnormal calcium handling and its effects on muscle contraction in DMD"	""	0
"Cardiomyocyte signaling pathways converging on titin"	-Inf	1	"Cardiomyocyte signaling pathways converging on titin"	""	0
"1p36 copy number variation syndrome"	1.54918822410918	0.13419556222218	"1p36 copy number variation syndrome"	"65220;3872"	2
"8p23 1 copy number variation syndrome"	1.32475665749913	0.311407765696106	"8p23 1 copy number variation syndrome"	"7015"	1
"IL 26 signaling pathways"	-Inf	1	"IL 26 signaling pathways"	""	0
"11p11 2 copy number variation syndrome "	1.30050911125246	0.316078687671034	"11p11 2 copy number variation syndrome "	"84680"	1
"Kleefstra syndrome"	-Inf	1	"Kleefstra syndrome"	""	0
"10q11 21q11 23 copy number variation syndrome"	-Inf	1	"10q11 21q11 23 copy number variation syndrome"	""	0
"Macrophage stimulating protein MSP signaling network map"	-Inf	1	"Macrophage stimulating protein MSP signaling network map"	""	0
"Metabolic Epileptic Disorders"	-Inf	1	"Metabolic Epileptic Disorders"	""	0
"Affected pathways in Duchenne muscular dystrophy"	-Inf	1	"Affected pathways in Duchenne muscular dystrophy"	""	0
"JAK STAT signaling in the regulation of beta cells"	-Inf	1	"JAK STAT signaling in the regulation of beta cells"	""	0
"Calcium regulation in cardiac cells"	-Inf	0.627745418077759	"Calcium regulation in cardiac cells"	""	0
"KCNQ2 related epilepsies"	-Inf	1	"KCNQ2 related epilepsies"	""	0
"TAR syndrome"	-Inf	1	"TAR syndrome"	""	0
"4p16 3 copy number variation"	-Inf	1	"4p16 3 copy number variation"	""	0
"NF1 copy number variation syndrome "	-Inf	1	"NF1 copy number variation syndrome "	""	0
"Rubinstein Taybi syndrome 1"	-Inf	1	"Rubinstein Taybi syndrome 1"	""	0
"Sulfatase and aromatase pathway"	-Inf	1	"Sulfatase and aromatase pathway"	""	0
"Involvement of secretase in neurodegenerative diseases"	-Inf	1	"Involvement of secretase in neurodegenerative diseases"	""	0
"Osteoarthritic chondrocyte hypertrophy"	-Inf	1	"Osteoarthritic chondrocyte hypertrophy"	""	0
"17p13 3 YWHAE copy number variation"	-Inf	1	"17p13 3 YWHAE copy number variation"	""	0
"5q35 copy number variation"	-Inf	1	"5q35 copy number variation"	""	0
"Smith Magenis and Potocki Lupski syndrome copy number variation"	0.592689862745767	0.290838739892954	"Smith Magenis and Potocki Lupski syndrome copy number variation"	"51168;26959"	2
"TGF Smad signaling pathway"	-Inf	1	"TGF Smad signaling pathway"	""	0
"Growth factors and hormones in beta cell proliferation"	-Inf	1	"Growth factors and hormones in beta cell proliferation"	""	0
"Pancreatic cancer subtypes"	1.62243720613982	0.277822214364322	"Pancreatic cancer subtypes"	"3872"	1
"UDP derived sugars synthesis in fibroblasts"	-Inf	1	"UDP derived sugars synthesis in fibroblasts"	""	0
"Glycosaminoglycan synthesis in fibroblasts"	-Inf	1	"Glycosaminoglycan synthesis in fibroblasts"	""	0
"Enterohepatic circulation of bile acids"	2.45251220469751	0.0779878748826721	"Enterohepatic circulation of bile acids"	"8714"	1
"Vitamin A1 and A5 X pathways"	-Inf	1	"Vitamin A1 and A5 X pathways"	""	0
"NRXN1 deletion syndrome"	-Inf	1	"NRXN1 deletion syndrome"	""	0
"NPHP1 deletion syndrome"	-Inf	1	"NPHP1 deletion syndrome"	""	0
"6q16 copy number variation"	-Inf	1	"6q16 copy number variation"	""	0
"7q11 23 distal copy number variation"	-Inf	1	"7q11 23 distal copy number variation"	""	0
"10q22q23 copy number variation"	-Inf	1	"10q22q23 copy number variation"	""	0
"13q12 or CRYL1 copy number variation "	-Inf	1	"13q12 or CRYL1 copy number variation "	""	0
"13q12 12 copy number variation"	-Inf	1	"13q12 12 copy number variation"	""	0
"15q11q13 copy number variation"	-Inf	1	"15q11q13 copy number variation"	""	0
"15q25 copy number variation"	-Inf	1	"15q25 copy number variation"	""	0
"PAFAH1B1 copy number variation"	-Inf	1	"PAFAH1B1 copy number variation"	""	0
"Phosphatidyl inositol phosphate pathway"	-Inf	1	"Phosphatidyl inositol phosphate pathway"	""	0
"8q11 23 RB1CC1 copy number variation"	-Inf	1	"8q11 23 RB1CC1 copy number variation"	""	0
"IDO metabolic pathway"	-Inf	1	"IDO metabolic pathway"	""	0
"Cell lineage map for neuronal differentiation"	0.152117271359786	0.593264318954435	"Cell lineage map for neuronal differentiation"	"23025"	1
"ADHD and autism ASD linked metabolic pathways and SNP"	-Inf	0.180164031877995	"ADHD and autism ASD linked metabolic pathways and SNP"	""	0
"IL 19 signaling pathway"	-Inf	1	"IL 19 signaling pathway"	""	0
"Omega 6 fatty acids in senescence"	0.815082284082215	0.272894738450839	"Omega 6 fatty acids in senescence"	"5743"	1
"HDAC6 interactions in the central nervous system"	-Inf	1	"HDAC6 interactions in the central nervous system"	""	0
"FGFR4 p G388R signaling pathway"	-Inf	1	"FGFR4 p G388R signaling pathway"	""	0
"FLT3 p Gln640SerfsTer8 signaling pathway"	-Inf	1	"FLT3 p Gln640SerfsTer8 signaling pathway"	""	0
"PGK1 PKM2 KHKC KHKA acting as protein kinases"	-Inf	1	"PGK1 PKM2 KHKC KHKA acting as protein kinases"	""	0
"Pathways in cancer"	-0.49072614544187	1	"Pathways in cancer"	"5743;7015;4855"	3
"GNAQ pathways in port wine stain"	-Inf	1	"GNAQ pathways in port wine stain"	""	0
"EPAC1 and PKA reduction of retinal inflammation"	-Inf	1	"EPAC1 and PKA reduction of retinal inflammation"	""	0
"Artemisinin inhibition of uveal melanoma"	-Inf	1	"Artemisinin inhibition of uveal melanoma"	""	0
"Wnt Beta catenin signaling inhibitors in current and past clinical trials"	-Inf	1	"Wnt Beta catenin signaling inhibitors in current and past clinical trials"	""	0
"Acetaminophen in analgesia and antipyresis"	4.03747470541866	0.0590702833092123	"Acetaminophen in analgesia and antipyresis"	"5743"	1
"Hunger and satiety"	-Inf	1	"Hunger and satiety"	""	0
"Complement activation"	-Inf	1	"Complement activation"	""	0
"Biogenic amine synthesis"	-Inf	1	"Biogenic amine synthesis"	""	0
"ACE inhibitor pathway"	-Inf	1	"ACE inhibitor pathway"	""	0
"Complement and coagulation cascades"	-Inf	1	"Complement and coagulation cascades"	""	0
"TGF beta receptor signaling"	-Inf	1	"TGF beta receptor signaling"	""	0
"Heme biosynthesis"	-Inf	1	"Heme biosynthesis"	""	0
"Monoamine GPCRs"	-Inf	1	"Monoamine GPCRs"	""	0
"EPO receptor signaling"	-Inf	1	"EPO receptor signaling"	""	0
"Interferon type I signaling pathways"	-Inf	1	"Interferon type I signaling pathways"	""	0
"Notch signaling pathway"	1.30050911125246	0.306705506518518	"Notch signaling pathway"	"4855"	1
"Type II interferon signaling"	-Inf	1	"Type II interferon signaling"	""	0
"Oxidative phosphorylation"	-Inf	1	"Oxidative phosphorylation"	""	0
"Glucose homeostasis"	-Inf	1	"Glucose homeostasis"	""	0
"ErbB signaling pathway"	-Inf	1	"ErbB signaling pathway"	""	0
