"ES"	"p_val"	"path"	"hits"	"hits_n"
"Linoleic acid metabolism affected by SARS CoV 2"	-Inf	1	"Linoleic acid metabolism affected by SARS CoV 2"	""	0
"Intracellular trafficking proteins involved in CMT neuropathy"	0.936018592088824	0.317091425552516	"Intracellular trafficking proteins involved in CMT neuropathy"	"90678"	1
"Hijack of ubiquitination by SARS CoV 2"	-Inf	1	"Hijack of ubiquitination by SARS CoV 2"	""	0
"Endoplasmic reticulum stress response in coronavirus infection"	-Inf	1	"Endoplasmic reticulum stress response in coronavirus infection"	""	0
"Host pathogen interaction of human coronaviruses autophagy"	-Inf	1	"Host pathogen interaction of human coronaviruses autophagy"	""	0
"Host pathogen interaction of human coronaviruses apoptosis"	1.62191000166076	0.267046802285052	"Host pathogen interaction of human coronaviruses apoptosis"	"5600"	1
"Type I interferon induction and signaling during SARS CoV 2 infection"	-Inf	1	"Type I interferon induction and signaling during SARS CoV 2 infection"	""	0
"Kisspeptin kisspeptin receptor system in the ovary"	-Inf	1	"Kisspeptin kisspeptin receptor system in the ovary"	""	0
"MAP3K1 role in promoting and blocking gonadal determination"	1.33811703566017	0.213367872561349	"MAP3K1 role in promoting and blocking gonadal determination"	"5600"	1
"Peroxiredoxin 2 induced ovarian failure"	-Inf	1	"Peroxiredoxin 2 induced ovarian failure"	""	0
"CAMKK2 pathway"	0.975546956275461	0.372690244782872	"CAMKK2 pathway"	"8874"	1
"Disruption of postsynaptic signaling by CNV"	-Inf	1	"Disruption of postsynaptic signaling by CNV"	""	0
"Activation of NLRP3 inflammasome by SARS CoV 2"	-Inf	1	"Activation of NLRP3 inflammasome by SARS CoV 2"	""	0
"Host pathogen interaction of human coronaviruses MAPK signaling"	0.753154534939013	0.398782096687208	"Host pathogen interaction of human coronaviruses MAPK signaling"	"5600"	1
"Overlap between signal transduction pathways contributing to LMNA laminopathies"	-Inf	1	"Overlap between signal transduction pathways contributing to LMNA laminopathies"	""	0
"Host pathogen interaction of human coronaviruses interferon induction"	1.10107783835932	0.372690244782872	"Host pathogen interaction of human coronaviruses interferon induction"	"3551"	1
"SARS CoV 2 and ACE2 receptor molecular mechanisms"	-Inf	1	"SARS CoV 2 and ACE2 receptor molecular mechanisms"	""	0
"Pathogenesis of SARS CoV 2 mediated by nsp9 nsp10 complex"	-Inf	1	"Pathogenesis of SARS CoV 2 mediated by nsp9 nsp10 complex"	""	0
"COVID 19 adverse outcome pathway"	-Inf	1	"COVID 19 adverse outcome pathway"	""	0
"IL 2 signaling pathway"	-Inf	1	"IL 2 signaling pathway"	""	0
"Purinergic signaling"	-Inf	1	"Purinergic signaling"	""	0
"LDLRAD4 and what we know about it"	-Inf	1	"LDLRAD4 and what we know about it"	""	0
"1q21 1 copy number variation syndrome"	-Inf	1	"1q21 1 copy number variation syndrome"	""	0
"3q29 copy number variation syndrome"	-Inf	1	"3q29 copy number variation syndrome"	""	0
"SARS coronavirus and innate immunity"	-Inf	1	"SARS coronavirus and innate immunity"	""	0
"Proximal tubule transport"	1.21473462015489	0.189805657021719	"Proximal tubule transport"	"65010;142680"	2
"Cellular proteostasis"	-Inf	1	"Cellular proteostasis"	""	0
"Neuroinflammation"	-Inf	1	"Neuroinflammation"	""	0
"Mitochondrial complex II assembly"	-Inf	1	"Mitochondrial complex II assembly"	""	0
"Mitochondrial complex III assembly"	-Inf	1	"Mitochondrial complex III assembly"	""	0
"Mitochondrial complex IV assembly"	-Inf	1	"Mitochondrial complex IV assembly"	""	0
"Autophagy"	-Inf	1	"Autophagy"	""	0
"Unfolded protein response"	-Inf	1	"Unfolded protein response"	""	0
"COVID 19 thrombosis and anticoagulation"	-Inf	1	"COVID 19 thrombosis and anticoagulation"	""	0
"MAPK pathway in congenital thyroid cancer"	-Inf	1	"MAPK pathway in congenital thyroid cancer"	""	0
"Direct reversal repair"	-Inf	1	"Direct reversal repair"	""	0
"7q11 23 copy number variation syndrome"	-Inf	0.408059505041595	"7q11 23 copy number variation syndrome"	""	0
"Perturbations to host cell autophagy induced by SARS CoV 2 proteins"	-Inf	1	"Perturbations to host cell autophagy induced by SARS CoV 2 proteins"	""	0
"15q11 2 copy number variation syndrome"	-Inf	1	"15q11 2 copy number variation syndrome"	""	0
"GPR143 in melanocytes and retinal pigment epithelium cells"	-Inf	1	"GPR143 in melanocytes and retinal pigment epithelium cells"	""	0
"15q13 3 copy number variation syndrome"	-Inf	1	"15q13 3 copy number variation syndrome"	""	0
"DNA repair pathways full network"	-Inf	0.418287994876429	"DNA repair pathways full network"	""	0
"Nitric oxide metabolism in cystic fibrosis"	2.44503223957668	0.167632895222882	"Nitric oxide metabolism in cystic fibrosis"	"3276"	1
"16p11 2 proximal deletion syndrome"	-0.229567473629152	1	"16p11 2 proximal deletion syndrome"	"7186"	1
"16p11 2 distal deletion syndrome"	1.97554695627546	0.0775254462281555	"16p11 2 distal deletion syndrome"	"3276;7186"	2
"Steroid biosynthesis"	-Inf	1	"Steroid biosynthesis"	""	0
"STING pathway in Kawasaki like disease and COVID 19"	1.14547195771777	0.256609871505098	"STING pathway in Kawasaki like disease and COVID 19"	"3551"	1
"Airway smooth muscle cell contraction"	-Inf	1	"Airway smooth muscle cell contraction"	""	0
"p53 transcriptional gene network"	-Inf	0.647931744488466	"p53 transcriptional gene network"	""	0
"Fluoroacetic acid toxicity"	-Inf	1	"Fluoroacetic acid toxicity"	""	0
"RAS and bradykinin pathways in COVID 19"	-Inf	1	"RAS and bradykinin pathways in COVID 19"	""	0
"Urea cycle and metabolism of amino groups"	-Inf	1	"Urea cycle and metabolism of amino groups"	""	0
"Galanin receptor pathway"	-Inf	1	"Galanin receptor pathway"	""	0
"Phosphoinositides metabolism"	-Inf	1	"Phosphoinositides metabolism"	""	0
"Glycogen synthesis and degradation"	-Inf	1	"Glycogen synthesis and degradation"	""	0
"GPCRs class C metabotropic glutamate pheromone"	-Inf	1	"GPCRs class C metabotropic glutamate pheromone"	""	0
"Proline and hydroxyproline pathways"	-Inf	1	"Proline and hydroxyproline pathways"	""	0
"nsp1 from SARS CoV 2 inhibits translation initiation in the host cell"	-Inf	1	"nsp1 from SARS CoV 2 inhibits translation initiation in the host cell"	""	0
"Glycine metabolism including IMDs"	-Inf	1	"Glycine metabolism including IMDs"	""	0
"Amino acid transport defects IEMs "	-Inf	1	"Amino acid transport defects IEMs "	""	0
"Ethylmalonic encephalopathy"	-Inf	1	"Ethylmalonic encephalopathy"	""	0
"Biotin metabolism including IMDs"	-Inf	1	"Biotin metabolism including IMDs"	""	0
"Genes associated with the development of rheumatoid arthritis"	-Inf	1	"Genes associated with the development of rheumatoid arthritis"	""	0
"Angiotensin II receptor type 1 pathway"	-Inf	1	"Angiotensin II receptor type 1 pathway"	""	0
"Riboflavin and CoQ disorders"	-Inf	1	"Riboflavin and CoQ disorders"	""	0
"Mitochondrial immune response to SARS CoV 2"	-Inf	1	"Mitochondrial immune response to SARS CoV 2"	""	0
"SARS CoV 2 innate immunity evasion and cell specific immune response"	1.40850636355157	0.0649144911955547	"SARS CoV 2 innate immunity evasion and cell specific immune response"	"1437;7020;7186"	3
"Pentose phosphate pathway in senescent cells"	-Inf	1	"Pentose phosphate pathway in senescent cells"	""	0
"Kynurenine pathway and links to cell senescence"	-Inf	1	"Kynurenine pathway and links to cell senescence"	""	0
"NAD metabolism in oncogene induced senescence and mitochondrial dysfunction associated senescence"	-Inf	1	"NAD metabolism in oncogene induced senescence and mitochondrial dysfunction associated senescence"	""	0
"Glycolysis in senescence"	-Inf	1	"Glycolysis in senescence"	""	0
"TCA cycle in senescence"	-Inf	1	"TCA cycle in senescence"	""	0
"Nephrogenesis"	-Inf	1	"Nephrogenesis"	""	0
"Development of ureteric collection system"	-Inf	1	"Development of ureteric collection system"	""	0
"Burn wound healing"	-Inf	0.6285505828186	"Burn wound healing"	""	0
"Fatty acid transporters"	-Inf	1	"Fatty acid transporters"	""	0
"FOXP3 in COVID 19"	-Inf	1	"FOXP3 in COVID 19"	""	0
"7 oxo C and 7 beta HC pathways"	-Inf	1	"7 oxo C and 7 beta HC pathways"	""	0
"SARS CoV 2 altering angiogenesis via NRP1"	-Inf	1	"SARS CoV 2 altering angiogenesis via NRP1"	""	0
"FOXA2 pathway"	-Inf	1	"FOXA2 pathway"	""	0
"Modulators of TCR signaling and T cell activation"	1.16819203421786	0.210251195476039	"Modulators of TCR signaling and T cell activation"	"7409;3551"	2
"Kallmann syndrome"	1.01618894077281	0.287486720546743	"Kallmann syndrome"	"55636"	1
"Soluble ACE2 mediated cell entry of SARS CoV 2"	-Inf	1	"Soluble ACE2 mediated cell entry of SARS CoV 2"	""	0
"T cell modulation in pancreatic cancer"	-Inf	1	"T cell modulation in pancreatic cancer"	""	0
"Neuroinflammation and glutamatergic signaling"	-Inf	0.269553846762716	"Neuroinflammation and glutamatergic signaling"	""	0
"Vasopressin regulated water reabsorption"	-Inf	1	"Vasopressin regulated water reabsorption"	""	0
"Pleural mesothelioma"	-1.46185835603184	0.291422374844332	"Pleural mesothelioma"	"23043;1437;7186"	3
"Prostaglandin signaling"	-Inf	1	"Prostaglandin signaling"	""	0
"Kinin Kallikrein pathway"	-Inf	1	"Kinin Kallikrein pathway"	""	0
"Complement system in neuronal development and plasticity"	-Inf	0.408059505041595	"Complement system in neuronal development and plasticity"	""	0
"Interactions of natural killer cells in pancreatic cancer"	0.753154534939013	0.326686008829877	"Interactions of natural killer cells in pancreatic cancer"	"1437"	1
"Opioid receptor pathways"	-Inf	1	"Opioid receptor pathways"	""	0
"Orexin receptor pathway"	-Inf	0.637255177915644	"Orexin receptor pathway"	""	0
"Overview of proinflammatory and profibrotic mediators"	-1.19437804516685	1	"Overview of proinflammatory and profibrotic mediators"	"1437"	1
"CCL18 signaling pathway"	-Inf	1	"CCL18 signaling pathway"	""	0
"T cell activation SARS CoV 2"	-0.74934580559017	1	"T cell activation SARS CoV 2"	"3551"	1
"Regulation of actin cytoskeleton"	0.408506363551567	0.469265776130742	"Regulation of actin cytoskeleton"	"8874;7409;9138"	3
"Congenital generalized lipodystrophy"	-Inf	1	"Congenital generalized lipodystrophy"	""	0
"Familial partial lipodystrophy"	-Inf	1	"Familial partial lipodystrophy"	""	0
"Progeria associated lipodystrophy"	-Inf	1	"Progeria associated lipodystrophy"	""	0
"Acquired partial lipodystrophy Barraquer Simons syndrome"	-Inf	1	"Acquired partial lipodystrophy Barraquer Simons syndrome"	""	0
"Familial hyperlipidemia type 1"	-Inf	1	"Familial hyperlipidemia type 1"	""	0
"Familial hyperlipidemia type 2"	-Inf	1	"Familial hyperlipidemia type 2"	""	0
"Familial hyperlipidemia type 3"	-Inf	1	"Familial hyperlipidemia type 3"	""	0
"Familial hyperlipidemia type 4"	-Inf	1	"Familial hyperlipidemia type 4"	""	0
"Familial hyperlipidemia type 5"	-Inf	1	"Familial hyperlipidemia type 5"	""	0
"Antiviral and anti inflammatory effects of Nrf2 on SARS CoV 2 pathway"	0.78791995309969	0.36374585694788	"Antiviral and anti inflammatory effects of Nrf2 on SARS CoV 2 pathway"	"3551"	1
"Nucleotide excision repair in xeroderma pigmentosum "	-Inf	0.6285505828186	"Nucleotide excision repair in xeroderma pigmentosum "	""	0
"Network map of SARS CoV 2 signaling pathway"	-2.01439937906062	0.375889175287631	"Network map of SARS CoV 2 signaling pathway"	"7186"	1
"SARS CoV 2 B 1 1 7 variant antagonises innate immune activation"	-Inf	1	"SARS CoV 2 B 1 1 7 variant antagonises innate immune activation"	""	0
"Cohesin complex Cornelia de Lange syndrome"	-0.773391279556821	0.381509935339445	"Cohesin complex Cornelia de Lange syndrome"	"9985"	1
"SMC1 SMC3 role in DNA damage Cornelia de Lange Syndrome"	-Inf	1	"SMC1 SMC3 role in DNA damage Cornelia de Lange Syndrome"	""	0
"NIPBL role in DNA damage Cornelia de Lange syndrome"	-Inf	1	"NIPBL role in DNA damage Cornelia de Lange syndrome"	""	0
"Inclusion body myositis"	-Inf	1	"Inclusion body myositis"	""	0
"Sphingolipid metabolism in senescence"	-Inf	1	"Sphingolipid metabolism in senescence"	""	0
"Prostaglandin and leukotriene metabolism in senescence "	-0.194378045166852	0.381509935339445	"Prostaglandin and leukotriene metabolism in senescence "	"5600"	1
"Mitochondrial fatty acid oxidation disorders"	-Inf	1	"Mitochondrial fatty acid oxidation disorders"	""	0
"Alzheimer 39 s disease"	-1.07369656274439	0.589844468025615	"Alzheimer 39 s disease"	"7186;3551"	2
"Th17 cell differentiation pathway"	0.575616349386825	0.256900148555147	"Th17 cell differentiation pathway"	"5187;3551"	2
"Non classical role of vitamin D"	-Inf	1	"Non classical role of vitamin D"	""	0
"ALA oxylipin metabolism"	-Inf	1	"ALA oxylipin metabolism"	""	0
"Linoleic acid oxylipin metabolism"	-Inf	1	"Linoleic acid oxylipin metabolism"	""	0
"Calcium mediated T cell apoptosis involved in inclusion body myositis"	-Inf	1	"Calcium mediated T cell apoptosis involved in inclusion body myositis"	""	0
"GDNF signaling"	-Inf	1	"GDNF signaling"	""	0
"NRP1 triggered signaling pathways in pancreatic cancer "	-Inf	1	"NRP1 triggered signaling pathways in pancreatic cancer "	""	0
"COVID 19 structural coverage map"	1.44503223957668	0.307361286620613	"COVID 19 structural coverage map"	"3508"	1
"Lung pathology of COVID 19"	1.68604033908048	0.246025589943613	"Lung pathology of COVID 19"	"1437"	1
"Complement mediated inflammation of pulmonary alveolus in COVID 19 hypothetical pathway "	-Inf	1	"Complement mediated inflammation of pulmonary alveolus in COVID 19 hypothetical pathway "	""	0
"Lipid metabolism in senescent cells"	-Inf	1	"Lipid metabolism in senescent cells"	""	0
"Spina bifida"	-Inf	1	"Spina bifida"	""	0
"Iron sulfur cluster biogenesis"	-Inf	1	"Iron sulfur cluster biogenesis"	""	0
"N glycan biosynthesis"	-Inf	1	"N glycan biosynthesis"	""	0
"Docosahexaenoic acid oxylipin metabolism"	-Inf	1	"Docosahexaenoic acid oxylipin metabolism"	""	0
"Arachidonic acid AA ARA oxylipin metabolism"	-Inf	1	"Arachidonic acid AA ARA oxylipin metabolism"	""	0
"SARS CoV 2 replication organelle formation"	-Inf	1	"SARS CoV 2 replication organelle formation"	""	0
"Urotensin II mediated signaling pathway"	-0.785265379845113	0.623604450509212	"Urotensin II mediated signaling pathway"	"3551"	1
"Hypertrophy model"	-Inf	1	"Hypertrophy model"	""	0
"Glyoxylate metabolism"	-Inf	1	"Glyoxylate metabolism"	""	0
"Hemesynthesis defects and porphyrias"	-Inf	1	"Hemesynthesis defects and porphyrias"	""	0
"Leukotriene metabolic pathway"	-Inf	1	"Leukotriene metabolic pathway"	""	0
"Iron metabolism disorders"	-Inf	1	"Iron metabolism disorders"	""	0
"Disorders of galactose metabolism "	-Inf	1	"Disorders of galactose metabolism "	""	0
"Ulcerative colitis signaling"	-Inf	1	"Ulcerative colitis signaling"	""	0
"Disorders in ketone body synthesis"	-Inf	1	"Disorders in ketone body synthesis"	""	0
"Disorders of bile acid synthesis and biliary transport"	-Inf	1	"Disorders of bile acid synthesis and biliary transport"	""	0
"Disorders of fructose metabolism"	-Inf	1	"Disorders of fructose metabolism"	""	0
"Biosynthesis and turnover of 1 deoxy sphingoid bases"	-Inf	1	"Biosynthesis and turnover of 1 deoxy sphingoid bases"	""	0
"DYRK1A involvement regarding cell proliferation in brain development"	-Inf	0.999999999999999	"DYRK1A involvement regarding cell proliferation in brain development"	""	0
"Roles of ceramides in development of insulin resistance"	-Inf	1	"Roles of ceramides in development of insulin resistance"	""	0
"Pro survival signaling of neuroprotectin D1"	1.50161576794305	0.190820724646225	"Pro survival signaling of neuroprotectin D1"	"7186"	1
"SARS CoV 2 mitochondrial chronic oxidative stress and endothelial dysfunction"	-Inf	1	"SARS CoV 2 mitochondrial chronic oxidative stress and endothelial dysfunction"	""	0
"Vitamin K metabolism and activation of dependent proteins"	-Inf	1	"Vitamin K metabolism and activation of dependent proteins"	""	0
"mRNA vaccine activation of dendritic cell and induction of IFN 1"	-Inf	1	"mRNA vaccine activation of dendritic cell and induction of IFN 1"	""	0
"Copper metabolism"	-Inf	1	"Copper metabolism"	""	0
"Creatine pathway"	-Inf	1	"Creatine pathway"	""	0
"Resolvin E1 and resolvin D1 signaling pathways promoting inflammation resolution"	-Inf	1	"Resolvin E1 and resolvin D1 signaling pathways promoting inflammation resolution"	""	0
"Modulation of PI3K Akt mTOR signaling by bioactive sphingolipids"	-Inf	1	"Modulation of PI3K Akt mTOR signaling by bioactive sphingolipids"	""	0
"Cholesterol synthesis disorders"	-Inf	1	"Cholesterol synthesis disorders"	""	0
"Synthesis of ceramides and 1 deoxyceramides"	-Inf	1	"Synthesis of ceramides and 1 deoxyceramides"	""	0
"Disorders in ketolysis"	-Inf	1	"Disorders in ketolysis"	""	0
"Inflammatory bowel disease signaling"	-Inf	1	"Inflammatory bowel disease signaling"	""	0
"PtdIns 4 5 P2 in cytokinesis pathway"	-Inf	1	"PtdIns 4 5 P2 in cytokinesis pathway"	""	0
"Dravet syndrome"	1.14547195771777	0.326686008829877	"Dravet syndrome"	"5600"	1
"Alstrom syndrome"	0.823543862830411	0.381509935339445	"Alstrom syndrome"	"11020"	1
"Clock controlled autophagy in bone metabolism"	-0.512739525034021	1	"Clock controlled autophagy in bone metabolism"	"5187"	1
"Amino acid conjugation of benzoic acid"	-Inf	1	"Amino acid conjugation of benzoic acid"	""	0
"Glucose metabolism in triple negative breast cancer cells"	-Inf	1	"Glucose metabolism in triple negative breast cancer cells"	""	0
"Amino acid metabolism in triple negative breast cancer cells"	-Inf	1	"Amino acid metabolism in triple negative breast cancer cells"	""	0
"Warburg effect modulated by deubiquitinating enzymes and their substrates"	-Inf	1	"Warburg effect modulated by deubiquitinating enzymes and their substrates"	""	0
"Extrafollicular and follicular B cell activation by SARS CoV 2"	-Inf	0.628871664718039	"Extrafollicular and follicular B cell activation by SARS CoV 2"	""	0
"Diet dependent trimethylamine trimethylamine N oxide metabolism "	-Inf	1	"Diet dependent trimethylamine trimethylamine N oxide metabolism "	""	0
"Metabolic reprogramming in pancreatic cancer"	-Inf	1	"Metabolic reprogramming in pancreatic cancer"	""	0
"2q11 2 copy number variation syndrome"	-Inf	1	"2q11 2 copy number variation syndrome"	""	0
"2q13 copy number variation syndrome"	-0.0833467327781077	0.59009463983586	"2q13 copy number variation syndrome"	"1437"	1
"2q21 1 copy number variation syndrome"	-Inf	1	"2q21 1 copy number variation syndrome"	""	0
"2q37 copy number variation syndrome"	-1.23823233475628	0.725194721768233	"2q37 copy number variation syndrome"	"8527"	1
"Nephrotoxcicity adverse outcome pathway"	-Inf	1	"Nephrotoxcicity adverse outcome pathway"	""	0
"Hippocampal synaptogenesis and neurogenesis"	-Inf	1	"Hippocampal synaptogenesis and neurogenesis"	""	0
"Arsenic metabolism and reactive oxygen species generation"	-Inf	1	"Arsenic metabolism and reactive oxygen species generation"	""	0
"Bardet Biedl syndrome"	1.23858136210925	0.125509031813838	"Bardet Biedl syndrome"	"11020;374654;22897"	3
"Estradiol regulation in porto sinusoidal vascular disease"	-Inf	1	"Estradiol regulation in porto sinusoidal vascular disease"	""	0
"Markers of kidney cell lineage"	-Inf	1	"Markers of kidney cell lineage"	""	0
"Cholestasis"	-Inf	1	"Cholestasis"	""	0
"Lac Phe pathway"	-Inf	1	"Lac Phe pathway"	""	0
"G13 signaling pathway"	0.860069738855525	0.423797445928164	"G13 signaling pathway"	"9138"	1
"Mitochondrial beta oxidation"	-Inf	1	"Mitochondrial beta oxidation"	""	0
"COVID 19 and endothelial cell senescence"	-Inf	1	"COVID 19 and endothelial cell senescence"	""	0
"Role of ROS in COVID 19 endothelial dysfunction"	-Inf	1	"Role of ROS in COVID 19 endothelial dysfunction"	""	0
"Genetic causes of porto sinusoidal vascular disease"	-Inf	1	"Genetic causes of porto sinusoidal vascular disease"	""	0
"LDL influence on CD14 and TLR4"	1.01618894077281	0.277338416506654	"LDL influence on CD14 and TLR4"	"5600"	1
"Effect of intestinal microbiome on anticoagulant response of vitamin K antagonists"	-Inf	1	"Effect of intestinal microbiome on anticoagulant response of vitamin K antagonists"	""	0
"Ether lipid biosynthesis"	1.68604033908048	0.246025589943613	"Ether lipid biosynthesis"	"5189"	1
"Estrogen metabolism"	-Inf	1	"Estrogen metabolism"	""	0
"Steroid hormone precursor biosynthesis"	-Inf	1	"Steroid hormone precursor biosynthesis"	""	0
"Mineralocorticoid biosynthesis"	-Inf	1	"Mineralocorticoid biosynthesis"	""	0
"Acetylcholine synthesis"	-Inf	1	"Acetylcholine synthesis"	""	0
"Glucocorticoid biosynthesis"	-Inf	1	"Glucocorticoid biosynthesis"	""	0
"Chronic hyperglycemia impairment of neuron function"	-Inf	1	"Chronic hyperglycemia impairment of neuron function"	""	0
"Cell interactions of the pancreatic cancer microenvironment"	1.14547195771777	0.307361286620613	"Cell interactions of the pancreatic cancer microenvironment"	"1437"	1
"Immune infiltration in pancreatic cancer"	-0.121314582977128	0.423797445928164	"Immune infiltration in pancreatic cancer"	"1437"	1
"17q12 copy number variation syndrome"	-Inf	0.406714728223729	"17q12 copy number variation syndrome"	""	0
"Glycosphingolipid metabolism"	-Inf	1	"Glycosphingolipid metabolism"	""	0
"Acute myeloid leukemia"	0.878685417022872	0.251693035723549	"Acute myeloid leukemia"	"1437;3551"	2
"Sildenafil treatment"	-Inf	1	"Sildenafil treatment"	""	0
"Ganglio series sphingolipid metabolism"	-Inf	1	"Ganglio series sphingolipid metabolism"	""	0
"ID signaling pathway"	-Inf	1	"ID signaling pathway"	""	0
"Cytokines and inflammatory response"	0.0369475009396044	0.307361286620613	"Cytokines and inflammatory response"	"1437"	1
"TROP2 regulatory signaling"	-Inf	1	"TROP2 regulatory signaling"	""	0
"Lacto series sphingolipid metabolism"	-Inf	1	"Lacto series sphingolipid metabolism"	""	0
"Cholesterol metabolism"	-Inf	0.627993773769284	"Cholesterol metabolism"	""	0
"DNA mismatch repair"	-Inf	1	"DNA mismatch repair"	""	0
"Isoglobo series sphingolipids"	-Inf	1	"Isoglobo series sphingolipids"	""	0
"Metabolic pathways of fibroblasts"	-Inf	1	"Metabolic pathways of fibroblasts"	""	0
"Carnosine metabolism of glial cells"	-Inf	1	"Carnosine metabolism of glial cells"	""	0
"Lactate shuttle in glial cells"	-Inf	1	"Lactate shuttle in glial cells"	""	0
"Sebaleic acid formation and metabolism"	-Inf	1	"Sebaleic acid formation and metabolism"	""	0
"Primary ovarian insufficiency"	-Inf	0.180808873521598	"Primary ovarian insufficiency"	""	0
"Female steroid hormones in cardiomyocyte energy metabolism"	-Inf	1	"Female steroid hormones in cardiomyocyte energy metabolism"	""	0
"Male steroid hormones in cardiomyocyte energy metabolism"	-Inf	1	"Male steroid hormones in cardiomyocyte energy metabolism"	""	0
"Fatty acids and lipoproteins transport in hepatocytes"	-Inf	1	"Fatty acids and lipoproteins transport in hepatocytes"	""	0
"Octadecanoid formation from linoleic acid"	-Inf	1	"Octadecanoid formation from linoleic acid"	""	0
"Cholesterol biosynthesis pathway in hepatocytes"	-Inf	1	"Cholesterol biosynthesis pathway in hepatocytes"	""	0
"Autophagy in pancreatic ductal adenocarcinoma"	-Inf	1	"Autophagy in pancreatic ductal adenocarcinoma"	""	0
"Enterocyte cholesterol metabolism"	-Inf	1	"Enterocyte cholesterol metabolism"	""	0
"Induction of autophagy and toll like receptor signaling pathways by graphene oxide "	-Inf	1	"Induction of autophagy and toll like receptor signaling pathways by graphene oxide "	""	0
"Glycolysis and gluconeogenesis"	-Inf	1	"Glycolysis and gluconeogenesis"	""	0
"Pathophysiological roles of DUX4 in FSHD1"	-Inf	1	"Pathophysiological roles of DUX4 in FSHD1"	""	0
"Abnormal calcium handling and its effects on muscle contraction in DMD"	-Inf	1	"Abnormal calcium handling and its effects on muscle contraction in DMD"	""	0
"Cardiomyocyte signaling pathways converging on titin"	-Inf	1	"Cardiomyocyte signaling pathways converging on titin"	""	0
"1p36 copy number variation syndrome"	1.07222297568713	0.147941508382594	"1p36 copy number variation syndrome"	"8764;339451;7186"	3
"8p23 1 copy number variation syndrome"	-Inf	1	"8p23 1 copy number variation syndrome"	""	0
"IL 26 signaling pathways"	0.123104144689319	0.492816145652106	"IL 26 signaling pathways"	"1437"	1
"11p11 2 copy number variation syndrome "	0.238581362109255	0.547245915320777	"11p11 2 copy number variation syndrome "	"84680"	1
"Kleefstra syndrome"	-Inf	1	"Kleefstra syndrome"	""	0
"10q11 21q11 23 copy number variation syndrome"	-Inf	1	"10q11 21q11 23 copy number variation syndrome"	""	0
"Macrophage stimulating protein MSP signaling network map"	-1.49838423205695	1	"Macrophage stimulating protein MSP signaling network map"	"4486"	1
"Metabolic Epileptic Disorders"	-0.541028569465445	1	"Metabolic Epileptic Disorders"	"48"	1
"Affected pathways in Duchenne muscular dystrophy"	-Inf	0.62829594280072	"Affected pathways in Duchenne muscular dystrophy"	""	0
"JAK STAT signaling in the regulation of beta cells"	-Inf	1	"JAK STAT signaling in the regulation of beta cells"	""	0
"Calcium regulation in cardiac cells"	-Inf	0.279053274453371	"Calcium regulation in cardiac cells"	""	0
"KCNQ2 related epilepsies"	-Inf	1	"KCNQ2 related epilepsies"	""	0
"TAR syndrome"	1.54060989955891	0.0580287125566642	"TAR syndrome"	"8764;10401;142680"	3
"4p16 3 copy number variation"	-Inf	1	"4p16 3 copy number variation"	""	0
"NF1 copy number variation syndrome "	-1.05420038711859	1	"NF1 copy number variation syndrome "	"5187"	1
"Rubinstein Taybi syndrome 1"	-Inf	1	"Rubinstein Taybi syndrome 1"	""	0
"Sulfatase and aromatase pathway"	-Inf	1	"Sulfatase and aromatase pathway"	""	0
"Involvement of secretase in neurodegenerative diseases"	-Inf	1	"Involvement of secretase in neurodegenerative diseases"	""	0
"Osteoarthritic chondrocyte hypertrophy"	-Inf	1	"Osteoarthritic chondrocyte hypertrophy"	""	0
"17p13 3 YWHAE copy number variation"	-Inf	1	"17p13 3 YWHAE copy number variation"	""	0
"5q35 copy number variation"	-0.820312326944314	1	"5q35 copy number variation"	"23135"	1
"Smith Magenis and Potocki Lupski syndrome copy number variation"	-0.469237886397435	1	"Smith Magenis and Potocki Lupski syndrome copy number variation"	"11020;5187"	2
"TGF Smad signaling pathway"	-Inf	1	"TGF Smad signaling pathway"	""	0
"Growth factors and hormones in beta cell proliferation"	-Inf	1	"Growth factors and hormones in beta cell proliferation"	""	0
"Pancreatic cancer subtypes"	-Inf	1	"Pancreatic cancer subtypes"	""	0
"UDP derived sugars synthesis in fibroblasts"	-Inf	1	"UDP derived sugars synthesis in fibroblasts"	""	0
"Glycosaminoglycan synthesis in fibroblasts"	-Inf	1	"Glycosaminoglycan synthesis in fibroblasts"	""	0
"Enterohepatic circulation of bile acids"	-Inf	1	"Enterohepatic circulation of bile acids"	""	0
"Vitamin A1 and A5 X pathways"	-Inf	1	"Vitamin A1 and A5 X pathways"	""	0
"NRXN1 deletion syndrome"	-Inf	1	"NRXN1 deletion syndrome"	""	0
"NPHP1 deletion syndrome"	-Inf	1	"NPHP1 deletion syndrome"	""	0
"6q16 copy number variation"	-Inf	1	"6q16 copy number variation"	""	0
"7q11 23 distal copy number variation"	-Inf	1	"7q11 23 distal copy number variation"	""	0
"10q22q23 copy number variation"	-Inf	1	"10q22q23 copy number variation"	""	0
"13q12 or CRYL1 copy number variation "	-Inf	1	"13q12 or CRYL1 copy number variation "	""	0
"13q12 12 copy number variation"	1.01618894077281	0.381509935339445	"13q12 12 copy number variation"	"7186"	1
"15q11q13 copy number variation"	-Inf	1	"15q11q13 copy number variation"	""	0
"15q25 copy number variation"	-Inf	1	"15q25 copy number variation"	""	0
"PAFAH1B1 copy number variation"	-Inf	1	"PAFAH1B1 copy number variation"	""	0
