"ES"	"p_val"	"path"	"hits"	"hits_n"
"mBDNF and proBDNF regulation of GABA neurotransmission"	-Inf	1	"mBDNF and proBDNF regulation of GABA neurotransmission"	""	0
"GDNF RET signaling axis"	-Inf	1	"GDNF RET signaling axis"	""	0
"Regucalcin in proximal tubule epithelial kidney cells"	-Inf	1	"Regucalcin in proximal tubule epithelial kidney cells"	""	0
"Mammalian disorder of sexual development"	0.974200530567944	0.32875994173619	"Mammalian disorder of sexual development"	"5730"	1
"Influence of laminopathies on Wnt signaling"	-Inf	1	"Influence of laminopathies on Wnt signaling"	""	0
"SARS CoV 2 and COVID 19 pathway"	-Inf	1	"SARS CoV 2 and COVID 19 pathway"	""	0
"Linoleic acid metabolism affected by SARS CoV 2"	-Inf	1	"Linoleic acid metabolism affected by SARS CoV 2"	""	0
"Intracellular trafficking proteins involved in CMT neuropathy"	-Inf	1	"Intracellular trafficking proteins involved in CMT neuropathy"	""	0
"Hijack of ubiquitination by SARS CoV 2"	-Inf	1	"Hijack of ubiquitination by SARS CoV 2"	""	0
"Endoplasmic reticulum stress response in coronavirus infection"	-Inf	1	"Endoplasmic reticulum stress response in coronavirus infection"	""	0
"Host pathogen interaction of human coronaviruses autophagy"	-Inf	1	"Host pathogen interaction of human coronaviruses autophagy"	""	0
"Host pathogen interaction of human coronaviruses apoptosis"	-Inf	1	"Host pathogen interaction of human coronaviruses apoptosis"	""	0
"Type I interferon induction and signaling during SARS CoV 2 infection"	-Inf	1	"Type I interferon induction and signaling during SARS CoV 2 infection"	""	0
"Kisspeptin kisspeptin receptor system in the ovary"	-Inf	1	"Kisspeptin kisspeptin receptor system in the ovary"	""	0
"MAP3K1 role in promoting and blocking gonadal determination"	-Inf	1	"MAP3K1 role in promoting and blocking gonadal determination"	""	0
"Peroxiredoxin 2 induced ovarian failure"	-Inf	1	"Peroxiredoxin 2 induced ovarian failure"	""	0
"CAMKK2 pathway"	0.804275529125632	0.409296105761881	"CAMKK2 pathway"	"7248"	1
"Disruption of postsynaptic signaling by CNV"	-Inf	1	"Disruption of postsynaptic signaling by CNV"	""	0
"Activation of NLRP3 inflammasome by SARS CoV 2"	-Inf	1	"Activation of NLRP3 inflammasome by SARS CoV 2"	""	0
"Host pathogen interaction of human coronaviruses MAPK signaling"	-Inf	1	"Host pathogen interaction of human coronaviruses MAPK signaling"	""	0
"Overlap between signal transduction pathways contributing to LMNA laminopathies"	-Inf	1	"Overlap between signal transduction pathways contributing to LMNA laminopathies"	""	0
"Host pathogen interaction of human coronaviruses interferon induction"	-Inf	1	"Host pathogen interaction of human coronaviruses interferon induction"	""	0
"SARS CoV 2 and ACE2 receptor molecular mechanisms"	2.80427552912563	0.105505459751577	"SARS CoV 2 and ACE2 receptor molecular mechanisms"	"5972"	1
"Pathogenesis of SARS CoV 2 mediated by nsp9 nsp10 complex"	-Inf	1	"Pathogenesis of SARS CoV 2 mediated by nsp9 nsp10 complex"	""	0
"COVID 19 adverse outcome pathway"	-Inf	1	"COVID 19 adverse outcome pathway"	""	0
"IL 2 signaling pathway"	-Inf	1	"IL 2 signaling pathway"	""	0
"Purinergic signaling"	-Inf	1	"Purinergic signaling"	""	0
"LDLRAD4 and what we know about it"	-Inf	1	"LDLRAD4 and what we know about it"	""	0
"1q21 1 copy number variation syndrome"	0.974200530567944	0.349861595399308	"1q21 1 copy number variation syndrome"	"5565"	1
"3q29 copy number variation syndrome"	-Inf	0.627852962581619	"3q29 copy number variation syndrome"	""	0
"SARS coronavirus and innate immunity"	-Inf	1	"SARS coronavirus and innate immunity"	""	0
"Proximal tubule transport"	-Inf	1	"Proximal tubule transport"	""	0
"Cellular proteostasis"	-Inf	1	"Cellular proteostasis"	""	0
"Neuroinflammation"	-Inf	1	"Neuroinflammation"	""	0
"Mitochondrial complex II assembly"	-Inf	1	"Mitochondrial complex II assembly"	""	0
"Mitochondrial complex III assembly"	-Inf	1	"Mitochondrial complex III assembly"	""	0
"Mitochondrial complex IV assembly"	-Inf	1	"Mitochondrial complex IV assembly"	""	0
"Autophagy"	0.764747164938995	0.380285652130995	"Autophagy"	"5565"	1
"Unfolded protein response"	0.974200530567944	0.317955597254827	"Unfolded protein response"	"10628"	1
"COVID 19 thrombosis and anticoagulation"	-Inf	1	"COVID 19 thrombosis and anticoagulation"	""	0
"MAPK pathway in congenital thyroid cancer"	-Inf	1	"MAPK pathway in congenital thyroid cancer"	""	0
"Direct reversal repair"	-Inf	1	"Direct reversal repair"	""	0
"7q11 23 copy number variation syndrome"	-Inf	0.419031105316994	"7q11 23 copy number variation syndrome"	""	0
"Perturbations to host cell autophagy induced by SARS CoV 2 proteins"	1.80427552912563	0.249407880154357	"Perturbations to host cell autophagy induced by SARS CoV 2 proteins"	"23339"	1
"15q11 2 copy number variation syndrome"	2.65227243568058	0.133566279996697	"15q11 2 copy number variation syndrome"	"114791"	1
"GPR143 in melanocytes and retinal pigment epithelium cells"	-Inf	1	"GPR143 in melanocytes and retinal pigment epithelium cells"	""	0
"15q13 3 copy number variation syndrome"	-Inf	1	"15q13 3 copy number variation syndrome"	""	0
"DNA repair pathways full network"	-1.40950376190611	1	"DNA repair pathways full network"	"2071"	1
"Nitric oxide metabolism in cystic fibrosis"	-Inf	1	"Nitric oxide metabolism in cystic fibrosis"	""	0
"16p11 2 proximal deletion syndrome"	-0.40083890077898	1	"16p11 2 proximal deletion syndrome"	"10497"	1
"16p11 2 distal deletion syndrome"	-Inf	1	"16p11 2 distal deletion syndrome"	""	0
"Steroid biosynthesis"	-Inf	1	"Steroid biosynthesis"	""	0
"STING pathway in Kawasaki like disease and COVID 19"	-Inf	1	"STING pathway in Kawasaki like disease and COVID 19"	""	0
"Airway smooth muscle cell contraction"	-Inf	1	"Airway smooth muscle cell contraction"	""	0
"p53 transcriptional gene network"	0.128710479623569	0.666839238346503	"p53 transcriptional gene network"	"5565;575"	2
"Fluoroacetic acid toxicity"	-Inf	1	"Fluoroacetic acid toxicity"	""	0
"RAS and bradykinin pathways in COVID 19"	1.72627301712436	0.0762299216638235	"RAS and bradykinin pathways in COVID 19"	"1591;5972"	2
"Urea cycle and metabolism of amino groups"	-Inf	1	"Urea cycle and metabolism of amino groups"	""	0
"Galanin receptor pathway"	-Inf	1	"Galanin receptor pathway"	""	0
"Phosphoinositides metabolism"	0.908111340110172	0.18099301412235	"Phosphoinositides metabolism"	"9110;5286"	2
"Glycogen synthesis and degradation"	-Inf	1	"Glycogen synthesis and degradation"	""	0
"GPCRs class C metabotropic glutamate pheromone"	-Inf	1	"GPCRs class C metabotropic glutamate pheromone"	""	0
"Proline and hydroxyproline pathways"	-Inf	1	"Proline and hydroxyproline pathways"	""	0
"nsp1 from SARS CoV 2 inhibits translation initiation in the host cell"	-Inf	1	"nsp1 from SARS CoV 2 inhibits translation initiation in the host cell"	""	0
"Glycine metabolism including IMDs"	-Inf	1	"Glycine metabolism including IMDs"	""	0
"Amino acid transport defects IEMs "	-Inf	1	"Amino acid transport defects IEMs "	""	0
"Ethylmalonic encephalopathy"	-Inf	1	"Ethylmalonic encephalopathy"	""	0
"Biotin metabolism including IMDs"	-Inf	1	"Biotin metabolism including IMDs"	""	0
"Genes associated with the development of rheumatoid arthritis"	-Inf	1	"Genes associated with the development of rheumatoid arthritis"	""	0
"Angiotensin II receptor type 1 pathway"	-Inf	1	"Angiotensin II receptor type 1 pathway"	""	0
"Riboflavin and CoQ disorders"	-Inf	1	"Riboflavin and CoQ disorders"	""	0
"Mitochondrial immune response to SARS CoV 2"	0.886737689317605	0.409296105761881	"Mitochondrial immune response to SARS CoV 2"	"5972"	1
"SARS CoV 2 innate immunity evasion and cell specific immune response"	0.652272435680582	0.28004648109927	"SARS CoV 2 innate immunity evasion and cell specific immune response"	"2919;2920"	2
"Pentose phosphate pathway in senescent cells"	-Inf	1	"Pentose phosphate pathway in senescent cells"	""	0
"Kynurenine pathway and links to cell senescence"	-Inf	1	"Kynurenine pathway and links to cell senescence"	""	0
"NAD metabolism in oncogene induced senescence and mitochondrial dysfunction associated senescence"	-Inf	1	"NAD metabolism in oncogene induced senescence and mitochondrial dysfunction associated senescence"	""	0
"Glycolysis in senescence"	-Inf	1	"Glycolysis in senescence"	""	0
"TCA cycle in senescence"	-Inf	1	"TCA cycle in senescence"	""	0
"Nephrogenesis"	-Inf	1	"Nephrogenesis"	""	0
"Development of ureteric collection system"	-Inf	1	"Development of ureteric collection system"	""	0
"Burn wound healing"	0.59916109922102	0.332645162936606	"Burn wound healing"	"2919;2261"	2
"Fatty acid transporters"	-Inf	1	"Fatty acid transporters"	""	0
"FOXP3 in COVID 19"	-Inf	1	"FOXP3 in COVID 19"	""	0
"7 oxo C and 7 beta HC pathways"	0.246280076004745	0.349861595399308	"7 oxo C and 7 beta HC pathways"	"8309"	1
"SARS CoV 2 altering angiogenesis via NRP1"	-Inf	1	"SARS CoV 2 altering angiogenesis via NRP1"	""	0
"FOXA2 pathway"	-Inf	1	"FOXA2 pathway"	""	0
"Modulators of TCR signaling and T cell activation"	-Inf	1	"Modulators of TCR signaling and T cell activation"	""	0
"Kallmann syndrome"	-Inf	1	"Kallmann syndrome"	""	0
"Soluble ACE2 mediated cell entry of SARS CoV 2"	-Inf	1	"Soluble ACE2 mediated cell entry of SARS CoV 2"	""	0
"T cell modulation in pancreatic cancer"	-Inf	1	"T cell modulation in pancreatic cancer"	""	0
"Neuroinflammation and glutamatergic signaling"	-1.78068697159552	0.728265500978038	"Neuroinflammation and glutamatergic signaling"	"26012"	1
"Vasopressin regulated water reabsorption"	0.33034434079322	0.50459574143821	"Vasopressin regulated water reabsorption"	"112"	1
"Pleural mesothelioma"	-0.218092283902822	0.691550209628756	"Pleural mesothelioma"	"2919;5565;1911;3911;7248;2872;2261;11113"	8
"Prostaglandin signaling"	-0.0030793929319721	0.409296105761881	"Prostaglandin signaling"	"2919"	1
"Kinin Kallikrein pathway"	-Inf	1	"Kinin Kallikrein pathway"	""	0
"Complement system in neuronal development and plasticity"	-Inf	0.419031105316994	"Complement system in neuronal development and plasticity"	""	0
"Interactions of natural killer cells in pancreatic cancer"	-Inf	1	"Interactions of natural killer cells in pancreatic cancer"	""	0
"Opioid receptor pathways"	-Inf	1	"Opioid receptor pathways"	""	0
"Orexin receptor pathway"	-0.956536806994942	1	"Orexin receptor pathway"	"2920"	1
"Overview of proinflammatory and profibrotic mediators"	-0.36564947231668	1	"Overview of proinflammatory and profibrotic mediators"	"2919;2920"	2
"CCL18 signaling pathway"	-Inf	1	"CCL18 signaling pathway"	""	0
"T cell activation SARS CoV 2"	-0.920617232739999	1	"T cell activation SARS CoV 2"	"7248"	1
"Regulation of actin cytoskeleton"	-0.347727564319418	1	"Regulation of actin cytoskeleton"	"2261;5286"	2
"Congenital generalized lipodystrophy"	-Inf	1	"Congenital generalized lipodystrophy"	""	0
"Familial partial lipodystrophy"	-Inf	1	"Familial partial lipodystrophy"	""	0
"Progeria associated lipodystrophy"	-Inf	1	"Progeria associated lipodystrophy"	""	0
"Acquired partial lipodystrophy Barraquer Simons syndrome"	-Inf	1	"Acquired partial lipodystrophy Barraquer Simons syndrome"	""	0
"Familial hyperlipidemia type 1"	-Inf	1	"Familial hyperlipidemia type 1"	""	0
"Familial hyperlipidemia type 2"	-Inf	1	"Familial hyperlipidemia type 2"	""	0
"Familial hyperlipidemia type 3"	-Inf	1	"Familial hyperlipidemia type 3"	""	0
"Familial hyperlipidemia type 4"	-Inf	1	"Familial hyperlipidemia type 4"	""	0
"Familial hyperlipidemia type 5"	-Inf	1	"Familial hyperlipidemia type 5"	""	0
"Antiviral and anti inflammatory effects of Nrf2 on SARS CoV 2 pathway"	-Inf	1	"Antiviral and anti inflammatory effects of Nrf2 on SARS CoV 2 pathway"	""	0
"Nucleotide excision repair in xeroderma pigmentosum "	0.450638574510931	0.332645162936606	"Nucleotide excision repair in xeroderma pigmentosum "	"2071;57654"	2
"Network map of SARS CoV 2 signaling pathway"	-0.185670806210445	0.778818559540568	"Network map of SARS CoV 2 signaling pathway"	"2919;3654;64601;2920"	4
"SARS CoV 2 B 1 1 7 variant antagonises innate immune activation"	-Inf	1	"SARS CoV 2 B 1 1 7 variant antagonises innate immune activation"	""	0
"Cohesin complex Cornelia de Lange syndrome"	-Inf	1	"Cohesin complex Cornelia de Lange syndrome"	""	0
"SMC1 SMC3 role in DNA damage Cornelia de Lange Syndrome"	-Inf	1	"SMC1 SMC3 role in DNA damage Cornelia de Lange Syndrome"	""	0
"NIPBL role in DNA damage Cornelia de Lange syndrome"	-Inf	1	"NIPBL role in DNA damage Cornelia de Lange syndrome"	""	0
"Inclusion body myositis"	-Inf	1	"Inclusion body myositis"	""	0
"Sphingolipid metabolism in senescence"	-Inf	1	"Sphingolipid metabolism in senescence"	""	0
"Prostaglandin and leukotriene metabolism in senescence "	-0.36564947231668	0.418663481126131	"Prostaglandin and leukotriene metabolism in senescence "	"5730"	1
"Mitochondrial fatty acid oxidation disorders"	-Inf	1	"Mitochondrial fatty acid oxidation disorders"	""	0
"Alzheimer 39 s disease"	-Inf	0.022854000490966	"Alzheimer 39 s disease"	""	0
"Th17 cell differentiation pathway"	-Inf	0.630063891919705	"Th17 cell differentiation pathway"	""	0
"Non classical role of vitamin D"	2.80427552912563	0.119646831671503	"Non classical role of vitamin D"	"5972"	1
"ALA oxylipin metabolism"	-Inf	1	"ALA oxylipin metabolism"	""	0
"Linoleic acid oxylipin metabolism"	-Inf	1	"Linoleic acid oxylipin metabolism"	""	0
"Calcium mediated T cell apoptosis involved in inclusion body myositis"	-Inf	1	"Calcium mediated T cell apoptosis involved in inclusion body myositis"	""	0
"GDNF signaling"	-Inf	1	"GDNF signaling"	""	0
"NRP1 triggered signaling pathways in pancreatic cancer "	-Inf	1	"NRP1 triggered signaling pathways in pancreatic cancer "	""	0
"COVID 19 structural coverage map"	-Inf	1	"COVID 19 structural coverage map"	""	0
"Lung pathology of COVID 19"	-Inf	1	"Lung pathology of COVID 19"	""	0
"Complement mediated inflammation of pulmonary alveolus in COVID 19 hypothetical pathway "	-Inf	1	"Complement mediated inflammation of pulmonary alveolus in COVID 19 hypothetical pathway "	""	0
"Lipid metabolism in senescent cells"	-Inf	1	"Lipid metabolism in senescent cells"	""	0
"Spina bifida"	-Inf	1	"Spina bifida"	""	0
"Iron sulfur cluster biogenesis"	-Inf	1	"Iron sulfur cluster biogenesis"	""	0
"N glycan biosynthesis"	-Inf	1	"N glycan biosynthesis"	""	0
"Docosahexaenoic acid oxylipin metabolism"	-Inf	1	"Docosahexaenoic acid oxylipin metabolism"	""	0
"Arachidonic acid AA ARA oxylipin metabolism"	-Inf	1	"Arachidonic acid AA ARA oxylipin metabolism"	""	0
"SARS CoV 2 replication organelle formation"	-Inf	1	"SARS CoV 2 replication organelle formation"	""	0
"Urotensin II mediated signaling pathway"	-Inf	0.629492079073016	"Urotensin II mediated signaling pathway"	""	0
"Hypertrophy model"	1.65227243568058	0.272984752389808	"Hypertrophy model"	"3491"	1
"Glyoxylate metabolism"	-Inf	1	"Glyoxylate metabolism"	""	0
"Hemesynthesis defects and porphyrias"	-Inf	1	"Hemesynthesis defects and porphyrias"	""	0
"Leukotriene metabolic pathway"	-Inf	1	"Leukotriene metabolic pathway"	""	0
"Iron metabolism disorders"	-Inf	1	"Iron metabolism disorders"	""	0
"Disorders of galactose metabolism "	-Inf	1	"Disorders of galactose metabolism "	""	0
"Ulcerative colitis signaling"	-Inf	1	"Ulcerative colitis signaling"	""	0
"Disorders in ketone body synthesis"	-Inf	1	"Disorders in ketone body synthesis"	""	0
"Disorders of bile acid synthesis and biliary transport"	0.652272435680582	0.37030467585522	"Disorders of bile acid synthesis and biliary transport"	"8309"	1
"Disorders of fructose metabolism"	-Inf	1	"Disorders of fructose metabolism"	""	0
"Biosynthesis and turnover of 1 deoxy sphingoid bases"	-Inf	1	"Biosynthesis and turnover of 1 deoxy sphingoid bases"	""	0
"DYRK1A involvement regarding cell proliferation in brain development"	-0.435190405569758	1	"DYRK1A involvement regarding cell proliferation in brain development"	"7248"	1
"Roles of ceramides in development of insulin resistance"	-Inf	1	"Roles of ceramides in development of insulin resistance"	""	0
"Pro survival signaling of neuroprotectin D1"	-Inf	1	"Pro survival signaling of neuroprotectin D1"	""	0
"SARS CoV 2 mitochondrial chronic oxidative stress and endothelial dysfunction"	1.27376081242685	0.339394390519277	"SARS CoV 2 mitochondrial chronic oxidative stress and endothelial dysfunction"	"5972"	1
"Vitamin K metabolism and activation of dependent proteins"	-Inf	1	"Vitamin K metabolism and activation of dependent proteins"	""	0
"mRNA vaccine activation of dendritic cell and induction of IFN 1"	-Inf	1	"mRNA vaccine activation of dendritic cell and induction of IFN 1"	""	0
"Copper metabolism"	-Inf	1	"Copper metabolism"	""	0
"Creatine pathway"	-Inf	1	"Creatine pathway"	""	0
"Resolvin E1 and resolvin D1 signaling pathways promoting inflammation resolution"	-Inf	1	"Resolvin E1 and resolvin D1 signaling pathways promoting inflammation resolution"	""	0
"Modulation of PI3K Akt mTOR signaling by bioactive sphingolipids"	2.16684560851034	0.199953806287729	"Modulation of PI3K Akt mTOR signaling by bioactive sphingolipids"	"7248"	1
"Cholesterol synthesis disorders"	-Inf	1	"Cholesterol synthesis disorders"	""	0
"Synthesis of ceramides and 1 deoxyceramides"	-Inf	1	"Synthesis of ceramides and 1 deoxyceramides"	""	0
"Disorders in ketolysis"	-Inf	1	"Disorders in ketolysis"	""	0
"Inflammatory bowel disease signaling"	-Inf	1	"Inflammatory bowel disease signaling"	""	0
"PtdIns 4 5 P2 in cytokinesis pathway"	-Inf	1	"PtdIns 4 5 P2 in cytokinesis pathway"	""	0
"Dravet syndrome"	-Inf	1	"Dravet syndrome"	""	0
"Alstrom syndrome"	-Inf	1	"Alstrom syndrome"	""	0
"Clock controlled autophagy in bone metabolism"	-0.68401095218385	1	"Clock controlled autophagy in bone metabolism"	"393"	1
"Amino acid conjugation of benzoic acid"	-Inf	1	"Amino acid conjugation of benzoic acid"	""	0
"Glucose metabolism in triple negative breast cancer cells"	-Inf	1	"Glucose metabolism in triple negative breast cancer cells"	""	0
"Amino acid metabolism in triple negative breast cancer cells"	-Inf	1	"Amino acid metabolism in triple negative breast cancer cells"	""	0
"Warburg effect modulated by deubiquitinating enzymes and their substrates"	-Inf	1	"Warburg effect modulated by deubiquitinating enzymes and their substrates"	""	0
"Extrafollicular and follicular B cell activation by SARS CoV 2"	-Inf	0.634988523618067	"Extrafollicular and follicular B cell activation by SARS CoV 2"	""	0
"Diet dependent trimethylamine trimethylamine N oxide metabolism "	-Inf	1	"Diet dependent trimethylamine trimethylamine N oxide metabolism "	""	0
"Metabolic reprogramming in pancreatic cancer"	-Inf	1	"Metabolic reprogramming in pancreatic cancer"	""	0
"2q11 2 copy number variation syndrome"	-Inf	1	"2q11 2 copy number variation syndrome"	""	0
"2q13 copy number variation syndrome"	-Inf	0.627788408295835	"2q13 copy number variation syndrome"	""	0
"2q21 1 copy number variation syndrome"	-Inf	1	"2q21 1 copy number variation syndrome"	""	0
"2q37 copy number variation syndrome"	0.175458738815048	0.500092586157757	"2q37 copy number variation syndrome"	"8864;50636;11132"	3
"Nephrotoxcicity adverse outcome pathway"	-Inf	1	"Nephrotoxcicity adverse outcome pathway"	""	0
"Hippocampal synaptogenesis and neurogenesis"	-Inf	1	"Hippocampal synaptogenesis and neurogenesis"	""	0
"Arsenic metabolism and reactive oxygen species generation"	-Inf	1	"Arsenic metabolism and reactive oxygen species generation"	""	0
"Bardet Biedl syndrome"	1.06730993495943	0.162137262633778	"Bardet Biedl syndrome"	"57728;201163;9742"	3
"Estradiol regulation in porto sinusoidal vascular disease"	-Inf	1	"Estradiol regulation in porto sinusoidal vascular disease"	""	0
"Markers of kidney cell lineage"	-0.726239187573148	0.610415026962293	"Markers of kidney cell lineage"	"5972"	1
"Cholestasis"	-Inf	1	"Cholestasis"	""	0
"Lac Phe pathway"	-Inf	1	"Lac Phe pathway"	""	0
"G13 signaling pathway"	0.688798311705696	0.463334056260283	"G13 signaling pathway"	"11113"	1
"Mitochondrial beta oxidation"	-Inf	1	"Mitochondrial beta oxidation"	""	0
"COVID 19 and endothelial cell senescence"	-Inf	1	"COVID 19 and endothelial cell senescence"	""	0
"Role of ROS in COVID 19 endothelial dysfunction"	-Inf	1	"Role of ROS in COVID 19 endothelial dysfunction"	""	0
"Genetic causes of porto sinusoidal vascular disease"	-Inf	1	"Genetic causes of porto sinusoidal vascular disease"	""	0
"LDL influence on CD14 and TLR4"	-Inf	1	"LDL influence on CD14 and TLR4"	""	0
"Effect of intestinal microbiome on anticoagulant response of vitamin K antagonists"	-Inf	1	"Effect of intestinal microbiome on anticoagulant response of vitamin K antagonists"	""	0
"Ether lipid biosynthesis"	-Inf	1	"Ether lipid biosynthesis"	""	0
"Estrogen metabolism"	-Inf	1	"Estrogen metabolism"	""	0
"Steroid hormone precursor biosynthesis"	-Inf	1	"Steroid hormone precursor biosynthesis"	""	0
"Mineralocorticoid biosynthesis"	-Inf	1	"Mineralocorticoid biosynthesis"	""	0
"Acetylcholine synthesis"	-Inf	1	"Acetylcholine synthesis"	""	0
"Glucocorticoid biosynthesis"	-Inf	1	"Glucocorticoid biosynthesis"	""	0
"Chronic hyperglycemia impairment of neuron function"	-Inf	1	"Chronic hyperglycemia impairment of neuron function"	""	0
"Cell interactions of the pancreatic cancer microenvironment"	-Inf	1	"Cell interactions of the pancreatic cancer microenvironment"	""	0
"Immune infiltration in pancreatic cancer"	-0.292586010126957	0.463334056260283	"Immune infiltration in pancreatic cancer"	"2919"	1
"17q12 copy number variation syndrome"	-1.69113538661723	1	"17q12 copy number variation syndrome"	"79154"	1
"Glycosphingolipid metabolism"	-Inf	1	"Glycosphingolipid metabolism"	""	0
"Acute myeloid leukemia"	0.707413989873043	0.297653868690542	"Acute myeloid leukemia"	"1848;8864"	2
"Sildenafil treatment"	-Inf	1	"Sildenafil treatment"	""	0
"Ganglio series sphingolipid metabolism"	-Inf	1	"Ganglio series sphingolipid metabolism"	""	0
"ID signaling pathway"	-Inf	1	"ID signaling pathway"	""	0
"Cytokines and inflammatory response"	0.865676073789776	0.0628987221590132	"Cytokines and inflammatory response"	"2919;2920"	2
"TROP2 regulatory signaling"	-Inf	1	"TROP2 regulatory signaling"	""	0
"Lacto series sphingolipid metabolism"	-Inf	1	"Lacto series sphingolipid metabolism"	""	0
"Cholesterol metabolism"	-Inf	0.631430625060759	"Cholesterol metabolism"	""	0
"DNA mismatch repair"	-Inf	1	"DNA mismatch repair"	""	0
"Isoglobo series sphingolipids"	-Inf	1	"Isoglobo series sphingolipids"	""	0
"Metabolic pathways of fibroblasts"	-Inf	1	"Metabolic pathways of fibroblasts"	""	0
"Carnosine metabolism of glial cells"	-Inf	1	"Carnosine metabolism of glial cells"	""	0
"Lactate shuttle in glial cells"	-Inf	1	"Lactate shuttle in glial cells"	""	0
"Sebaleic acid formation and metabolism"	-Inf	1	"Sebaleic acid formation and metabolism"	""	0
"Primary ovarian insufficiency"	-Inf	0.118124722392061	"Primary ovarian insufficiency"	""	0
"Female steroid hormones in cardiomyocyte energy metabolism"	-Inf	1	"Female steroid hormones in cardiomyocyte energy metabolism"	""	0
"Male steroid hormones in cardiomyocyte energy metabolism"	-Inf	1	"Male steroid hormones in cardiomyocyte energy metabolism"	""	0
"Fatty acids and lipoproteins transport in hepatocytes"	-Inf	1	"Fatty acids and lipoproteins transport in hepatocytes"	""	0
"Octadecanoid formation from linoleic acid"	-Inf	1	"Octadecanoid formation from linoleic acid"	""	0
"Cholesterol biosynthesis pathway in hepatocytes"	-Inf	1	"Cholesterol biosynthesis pathway in hepatocytes"	""	0
"Autophagy in pancreatic ductal adenocarcinoma"	-Inf	1	"Autophagy in pancreatic ductal adenocarcinoma"	""	0
"Enterocyte cholesterol metabolism"	-Inf	1	"Enterocyte cholesterol metabolism"	""	0
"Induction of autophagy and toll like receptor signaling pathways by graphene oxide "	-Inf	1	"Induction of autophagy and toll like receptor signaling pathways by graphene oxide "	""	0
"Glycolysis and gluconeogenesis"	0.450638574510931	0.512462096533278	"Glycolysis and gluconeogenesis"	"5105"	1
"Pathophysiological roles of DUX4 in FSHD1"	-Inf	1	"Pathophysiological roles of DUX4 in FSHD1"	""	0
"Abnormal calcium handling and its effects on muscle contraction in DMD"	-Inf	1	"Abnormal calcium handling and its effects on muscle contraction in DMD"	""	0
"Cardiomyocyte signaling pathways converging on titin"	-Inf	1	"Cardiomyocyte signaling pathways converging on titin"	""	0
"1p36 copy number variation syndrome"	-0.68401095218385	1	"1p36 copy number variation syndrome"	"116983"	1
"8p23 1 copy number variation syndrome"	-Inf	1	"8p23 1 copy number variation syndrome"	""	0
"IL 26 signaling pathways"	-Inf	1	"IL 26 signaling pathways"	""	0
"11p11 2 copy number variation syndrome "	-Inf	1	"11p11 2 copy number variation syndrome "	""	0
"Kleefstra syndrome"	-Inf	1	"Kleefstra syndrome"	""	0
"10q11 21q11 23 copy number variation syndrome"	-0.0030793929319721	0.622711377908262	"10q11 21q11 23 copy number variation syndrome"	"57654"	1
"Macrophage stimulating protein MSP signaling network map"	-0.66965565920678	0.372825258311822	"Macrophage stimulating protein MSP signaling network map"	"2919;4486"	2
"Metabolic Epileptic Disorders"	-0.712299996615274	1	"Metabolic Epileptic Disorders"	"5105"	1
"Affected pathways in Duchenne muscular dystrophy"	-Inf	0.633078451305987	"Affected pathways in Duchenne muscular dystrophy"	""	0
"JAK STAT signaling in the regulation of beta cells"	-Inf	1	"JAK STAT signaling in the regulation of beta cells"	""	0
"Calcium regulation in cardiac cells"	-0.320420218323683	1	"Calcium regulation in cardiac cells"	"112;10636"	2
"KCNQ2 related epilepsies"	-Inf	1	"KCNQ2 related epilepsies"	""	0
"TAR syndrome"	-0.215624028312073	1	"TAR syndrome"	"8515"	1
"4p16 3 copy number variation"	0.688798311705696	0.399778933484869	"4p16 3 copy number variation"	"2261"	1
"NF1 copy number variation syndrome "	-1.22547181426842	1	"NF1 copy number variation syndrome "	"23265"	1
"Rubinstein Taybi syndrome 1"	-Inf	1	"Rubinstein Taybi syndrome 1"	""	0
"Sulfatase and aromatase pathway"	-Inf	1	"Sulfatase and aromatase pathway"	""	0
"Involvement of secretase in neurodegenerative diseases"	-Inf	1	"Involvement of secretase in neurodegenerative diseases"	""	0
"Osteoarthritic chondrocyte hypertrophy"	0.844917513622978	0.186697062331811	"Osteoarthritic chondrocyte hypertrophy"	"2261;54681"	2
"17p13 3 YWHAE copy number variation"	-Inf	1	"17p13 3 YWHAE copy number variation"	""	0
"5q35 copy number variation"	-0.991583754094142	1	"5q35 copy number variation"	"10636"	1
"Smith Magenis and Potocki Lupski syndrome copy number variation"	-0.640509313547264	1	"Smith Magenis and Potocki Lupski syndrome copy number variation"	"5105;201163"	2
"TGF Smad signaling pathway"	-Inf	1	"TGF Smad signaling pathway"	""	0
"Growth factors and hormones in beta cell proliferation"	-Inf	1	"Growth factors and hormones in beta cell proliferation"	""	0
"Pancreatic cancer subtypes"	0.389238029846788	0.535324952856799	"Pancreatic cancer subtypes"	"3866"	1
"UDP derived sugars synthesis in fibroblasts"	-Inf	1	"UDP derived sugars synthesis in fibroblasts"	""	0
"Glycosaminoglycan synthesis in fibroblasts"	-Inf	1	"Glycosaminoglycan synthesis in fibroblasts"	""	0
"Enterohepatic circulation of bile acids"	-Inf	1	"Enterohepatic circulation of bile acids"	""	0
"Vitamin A1 and A5 X pathways"	-Inf	1	"Vitamin A1 and A5 X pathways"	""	0
"NRXN1 deletion syndrome"	-Inf	1	"NRXN1 deletion syndrome"	""	0
"NPHP1 deletion syndrome"	-Inf	1	"NPHP1 deletion syndrome"	""	0
"6q16 copy number variation"	-Inf	1	"6q16 copy number variation"	""	0
