"onlyCRISA"	"onlyCRISB"	"onlyCRISC"	"onlyCRISD"	"onlyCRISE"	"CMS1"	"CMS2"	"CMS3"	"CMS4"	"Cetuximab_adjusted"	"BRAF"	"KRAS"	"MS_status_adjusted"	"CIMP_adjusted"	"gene_id"
"ENST00000566515.5"	0	0	0	0	0	0	0	0	0	0	0	0	2.88864664279143	0	"CCNDBP1"
"ENST00000300213.9"	0	0	0	0	0	0	0	0	0	0	0	0	-0.729078674837829	0	"CCNDBP1"
"ENST00000406925.6"	0	0	0	0	0	0	0	0	0	0	0	0	1.07735243128908	0	"HYPK"
"ENST00000327171.7"	0	0	0	0	0	0	0	0	0	0	0	0	0.967575282881362	0	"GALK2"
"ENST00000254193.11"	0	0	0	0	0	0	0	0	0	0	0	0	-0.111323415829926	0	"SNRPA1"
"ENST00000315082.9"	0	0	0	0	0	0	0	0	0	0	0	0	-0.32847695770769	0	"RHOT2"
"ENST00000568834.5"	0	0	0	0	0	0	0	0	0	0	0	0	-0.384578373816998	0	"NUBP2"
"ENST00000301729.9"	0	0	0	0	0	0	0	0	0	0	0	0	0.36395457555116	0	"ECI1"
"ENST00000322989.8"	0	0	0	0	0	0	0	0	0	0	0	0	0.590464918459163	0	"RPS15A"
"ENST00000563390.5"	0	0	0	0	0	0	0	0	0	0	0	0	-0.24469319409168	0	"RPS15A"
"ENST00000563060.6"	0	0	0	0	0	0	0	0	0	0	0	0	0.493108891575903	0	"ALDOA"
"ENST00000300850.5"	0	0	0	0	0	0	0	0	0	0	0	0	-0.547581048959505	0	"ZNF646"
"ENST00000394979.2"	0	0	0	0	0	0	0	0	0	0	0	0	0.319554923274047	0	"ZNF646"
"ENST00000270583.10"	0	0	0	0	0	0	0	0	0	0	0	0	-0.512464472145521	0	"KLHDC4"
"ENST00000263346.13"	0	0	0	0	0	0	0	0	0	0	0	0	-0.652611840675599	0	"TCF25"
"ENST00000356839.10"	0	0	0	0	0	0	0	0	0	0	0	0	-0.551835618707502	0	"ACADVL"
"ENST00000584123.5"	0	0	0	0	0	0	0	0	0	0	0	0	-0.553057976824492	0	"SCRN2"
"ENST00000338399.9"	0	0	0	0	0	0	0	0	0	0	0	0	-0.311650288886791	0	"CDK5RAP3"
"ENST00000576370.5"	0	0	0	0	0	0	0	0	0	0	0	0	0.279376085513495	0	"COX11"
"ENST00000584031.5"	0	0	0	0	0	0	0	0	0	0	0	0	-0.371755275724579	0	"CYB561"
"ENST00000446868.8"	0	0	0	0	0	0	0	0	0	0	0	0	-0.798583419113017	0	"CYTH1"
"ENST00000233078.9"	0	0	0	0	0	0	0	0	0	0	0	0	-0.163338826445679	0	"DAZAP1"
"ENST00000359692.10"	0	0	0	0	0	0	0	0	0	0	0	0	0.967308519788169	0	"DNM2"
"ENST00000647230.1"	0	0	0	0	0	0	0	0	0	0	0	0	-0.744489488040661	0	"SMARCA4"
"ENST00000544017.5"	0	0	0	0	0	0	0	0	0	0	0	0	-0.333423197689369	0	"TIMM50"
"ENST00000601048.6"	0	0	0	0	0	0	0	0	0	0	0	0	-0.184113880935369	0	"SELENOW"
"ENST00000598273.5"	0	0	0	0	0	0	0	0	0	0	0	0	0.930148627994765	0	"SELENOW"
"ENST00000345358.12"	0	0	0	0	0	0	0	0	0	0	0	0	-0.26418224831501	0	"BAX"
"ENST00000598441.6"	0	0	0	0	0	0	0	0	0	0	0	0	-0.226599622079775	0	"SNRNP70"
"ENST00000347454.9"	0	0	0	0	0	0	0	0	0	0	0	0	-0.587404978479995	0	"EIF2B4"
"ENST00000379519.7"	0	0	0	0	0	0	0	0	0	0	0	0	-0.410935103302894	0	"YPEL5"
"ENST00000418996.5"	0	0	0	0	0	0	0	0	0	0	0	0	-0.480166731235215	0	"DGUOK"
"ENST00000475863.5"	0	0	0	0	0	0	0	0	0	0	0	0	-0.261544455730905	0	"PCGF1"
"ENST00000443120.5"	0	0	0	0	0	0	0	0	0	0	0	0	0.946755942973463	0	"ANKRD39"
"ENST00000393537.5"	0	0	0	0	0	0	0	0	0	0	0	0	-0.0427772767840473	0	"ANKRD39"
"ENST00000264255.8"	0	0	0	0	0	0	0	0	0	0	0	0	-0.503413930433189	0	"TXNDC9"
"ENST00000409434.5"	0	0	0	0	0	0	0	0	0	0	0	0	2.76711879958869	0	"TXNDC9"
"ENST00000259075.6"	0	0	0	0	0	0	0	0	0	0	0	0	-1.28123131158361	0	"TANK"
"ENST00000409197.5"	0	0	0	0	0	0	0	0	0	0	0	0	-0.52093517775436	0	"DYNC1I2"
"ENST00000375687.10"	0	0	0	0	0	0	0	0	0	0	0	0	0.219869687204828	0	"ASXL1"
"ENST00000646985.1"	0	0	0	0	0	0	0	0	0	0	0	0	-0.943942474284788	0	"ASXL1"
"ENST00000397443.7"	0	0	0	0	0	0	0	0	0	0	0	0	-0.733200202143749	0	"CPNE1"
"ENST00000373448.6"	0	0	0	0	0	0	0	0	0	0	0	0	-1.75058948144177	0	"TTI1"
"ENST00000371588.10"	0	0	0	0	0	0	0	0	0	0	0	0	0.169047307881608	0	"DPM1"
"ENST00000340344.4"	0	0	0	0	0	0	0	0	0	0	0	0	-0.343885094081773	0	"NDUFV3"
"ENST00000354250.7"	0	0	0	0	0	0	0	0	0	0	0	0	0.296726213593554	0	"NDUFV3"
"ENST00000263202.15"	0	0	0	0	0	0	0	0	0	0	0	0	-0.196136615850779	0	"UFD1"
"ENST00000459854.5"	0	0	0	0	0	0	0	0	0	0	0	0	0.75325626056789	0	"UFD1"
"ENST00000488484.1"	0	0	0	0	0	0	0	0	0	0	0	0	0.313634907918002	0	"RANBP1"
"ENST00000216037.10"	0	0	0	0	0	0	0	0	0	0	0	0	-0.221257581987924	0	"XBP1"
"ENST00000344347.6"	0	0	0	0	0	0	0	0	0	0	0	0	0.886041307440465	0	"XBP1"
"ENST00000397641.8"	0	0	0	0	0	0	0	0	0	0	0	0	0.0863032238782317	0	"MORC2"
"ENST00000675402.1"	0	0	0	0	0	0	0	0	0	0	0	0	-1.40120450709611	0	"MORC2"
"ENST00000674920.3"	0	0	0	0	0	0	0	0	0	0	0	0	-0.0790403645579154	0	"ATF4"
"ENST00000328268.9"	0	0	0	0	0	0	0	0	0	0	0	0	-0.0860684534578022	0	"CRELD2"
"ENST00000303434.8"	0	0	0	0	0	0	0	0	0	0	0	0	-0.540947995280158	0	"TRABD"
"ENST00000395693.8"	0	0	0	0	0	0	0	0	0	0	0	0	-0.0652300589696407	0	"SCO2"
"ENST00000543927.6"	0	0	0	0	0	0	0	0	0	0	0	0	0.820808634500628	0	"SCO2"
"ENST00000383789.9"	0	0	0	0	0	0	0	0	0	0	0	0	-0.957272242895296	0	"METTL6"
"ENST00000349496.11"	0	0	0	0	0	0	0	0	0	0	0	0	0.708168307820775	0	"CTNNB1"
"ENST00000355852.6"	0	0	0	0	0	0	0	0	0	0	0	0	-0.515540626521977	0	"PCBP4"
"ENST00000636358.2"	0	0	0	0	0	0	0	0	0	0	0	0	-0.361896311299554	0	"ACY1"
"ENST00000355443.9"	0	0	0	0	0	0	0	0	0	0	0	0	-0.248878612323195	0	"MFSD10"
"ENST00000675534.1"	0	0	0	0	0	0	0	0	0	0	0	0	-0.917336746935953	0	"KIF2A"
"ENST00000296679.9"	0	0	0	0	0	0	0	0	0	0	0	0	-0.209562888734938	0	"WDR41"
"ENST00000502528.5"	0	0	0	0	0	0	0	0	0	0	0	0	1.11177954905986	0	"WDR41"
"ENST00000511689.6"	0	0	0	0	0	0	0	0	0	0	0	0	-0.284362583987868	0	"MACROH2A1"
"ENST00000194118.8"	0	0	0	0	0	0	0	0	0	0	0	0	0.639367929571387	0	"DELE1"
"ENST00000432126.7"	0	0	0	0	0	0	0	0	0	0	0	0	-0.318627144505745	0	"DELE1"
"ENST00000377777.6"	0	0	0	0	0	0	0	0	0	0	0	0	1.64923743315778	0	"H2BC5"
"ENST00000289316.2"	0	0	0	0	0	0	0	0	0	0	0	0	-0.180969975732332	0	"H2BC5"
"ENST00000377199.4"	0	0	0	0	0	0	0	0	0	0	0	0	-0.0834000512251134	0	"TRIM27"
"ENST00000395952.8"	0	0	0	0	0	0	0	0	0	0	0	0	-0.340109035827901	0	"ABHD16A"
"ENST00000495769.5"	0	0	0	0	0	0	0	0	0	0	0	0	1.07086011751147	0	"ABHD16A"
"ENST00000375651.7"	0	0	0	0	0	0	0	0	0	0	0	0	0.149208294727423	0	"HSPA1A"
"ENST00000608703.1"	0	0	0	0	0	0	0	0	0	0	0	0	-2.22811050206453	0	"HSPA1A"
"ENST00000374680.4"	0	0	0	0	0	0	0	0	0	0	0	0	-0.522402780187856	-0.763870635657048	"RXRB"
"ENST00000396386.7"	0	0	0	0	0	0	0	0	0	0	0	0	-0.142713758244139	0	"CBX3"
"ENST00000468812.6"	0	0	0	0	0	0	0	0	0	0	0	0	-0.489949381349144	0	"PPIA"
"ENST00000222690.10"	0	0	0	0	0	0	0	0	0	0	0	0	0.591175661188794	0	"H2AZ2"
"ENST00000308153.9"	0	0	0	0	0	0	0	0	0	0	0	0	-0.218417976129699	0	"H2AZ2"
"ENST00000451013.7"	0	0	0	0	0	0	0	0	0	0	0	0	0.759514756684866	0	"GTF2IRD2"
"ENST00000616377.4"	0	0	0	0	0	0	0	0	0	0	0	0	-0.472033102819643	0	"GTF2IP1"
"ENST00000248553.7"	0	0	0	0	0	0	0	0	0	0	0	0	-0.148036441713526	0	"HSPB1"
"ENST00000447574.1"	0	0	0	0	0	0	0	0	0	0	0	0	1.13523523567097	0	"HSPB1"
"ENST00000436336.6"	0	0	0	0	0	0	0	0	0	0	0	0	-0.203947146601778	0	"CPSF4"
"ENST00000292476.10"	0	0	0	0	0	0	0	0	0	0	0	0	0.405316536213456	0	"CPSF4"
"ENST00000220584.9"	0	0	0	0	0	0	0	0	0	0	0	0	-0.257117628697397	0	"FDFT1"
"ENST00000276431.9"	0	0	0	0	0	0	0	0	0	0	0	0	-0.537405856352817	0	"TNFRSF10B"
"ENST00000520866.5"	0	0	0	0	0	0	0	0	0	0	0	0	-0.499938382292998	0	"NSMCE2"
"ENST00000526683.6"	0	0	0	0	0	0	0	0	0	0	0	0	-0.427074083298704	0	"PUF60"
"ENST00000398712.7"	0	0	0	0	0	0	0	0	0	0	0	0	-0.111192720858006	0	"SHARPIN"
"ENST00000359551.6"	0	0	0	0	0	0	0	0	0	0	0	0	0.471853273087185	0	"SHARPIN"
"ENST00000643944.2"	0	0	0	0	0	0	0	0	0	0	0	0	-0.205098209335467	0	"SLC52A2"
"ENST00000376960.8"	0	0	0	0	0	0	0	0	0	0	0	0	-0.24189728044936	0	"ZFAND5"
"ENST00000375643.7"	0	0	0	0	0	0	0	0	0	0	0	0	-0.466889529468598	0	"IARS1"
"ENST00000300452.8"	0	0	0	0	0	0	0	0	0	0	0	0	0.307540113460658	0	"COQ4"
"ENST00000372159.8"	0	0	0	0	0	0	0	0	0	0	0	0	0.0822170264283622	0	"DDX31"
"ENST00000480876.3"	0	0	0	0	0	0	0	0	0	0	0	0	-0.261463232819917	0	"DDX31"
"ENST00000378158.6"	0	0	0	0	0	0	0	0	0	0	0	0	0.576311729334327	0	"CASK"
"ENST00000376563.6"	0	0	0	0	0	0	0	0	0	0	0	0	-0.929312077841551	0	"PQBP1"
"ENST00000485908.6"	0	0	0	0	0	0	0	0	0	0	0	0	-0.981187837148997	0	"WDR45"
"ENST00000596733.7"	0	0	0	0	0	0	0	0	0	0	0	0	-1.18152405498251	0	"FAM156A"
"ENST00000375068.6"	0	0	0	0	0	0	0	0	0	0	0	0	-1.01198485253478	-0.506224379924015	"MAGED2"
"ENST00000375058.5"	0	0	0	0	0	0	0	0	0	0	0	0	0.495016424803752	0	"MAGED2"
"ENST00000464419.5"	0	0	0	0	0	0	0	0	0	0	0	0	0.902917111611555	0	"FAM50A"
"ENST00000561273.5"	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.871066927848353	"DHRS1"
"ENST00000644399.1"	0	0	0	0	0	0	0	0	0	0	0	0	0	1.60553271592654	"TSC2"
"ENST00000409638.7"	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.434788702644433	"STK16"
"ENST00000606525.5"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9055846153738	"NECAB3"
"ENST00000223336.11"	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.578725303949686	"COA1"
